;PrevNode,New_Node,Type
     11037,     11037,Highway
     11038,     11038,Highway
     11039,     11039,Highway
     11040,     11040,Highway
     11041,     11041,Highway
     11042,     11042,Highway
     11043,     11043,Highway
     11044,     11044,Highway
     11045,     11045,Highway
     11046,     11046,Highway
     11047,     11047,Highway
     11048,     11048,Highway
     11049,     11049,Highway
     11050,     11050,Highway
     11051,     11051,Highway
     11052,     11052,Highway
     11053,     11053,Highway
     11054,     11054,Highway
     11055,     11055,Highway
     11056,     11056,Highway
     11057,     11057,Highway
     11058,     11058,Highway
     11059,     11059,Highway
     11060,     11060,Highway
     11061,     11061,Highway
     11062,     11062,Highway
     11063,     11063,Highway
     11064,     11064,Highway
     11065,     11065,Highway
     11066,     11066,Highway
     11067,     11067,Highway
     11068,     11068,Highway
     11069,     11069,Highway
     11070,     11070,Highway
     11071,     11071,Highway
     11072,     11072,Highway
     11073,     11073,Highway
     11074,     11074,Highway
     11075,     11075,Highway
     11076,     11076,Highway
     11077,     11077,Highway
     11078,     11078,Highway
     11079,     11079,Highway
     11080,     11080,Highway
     11081,     11081,Highway
     11082,     11082,Highway
     11083,     11083,Highway
     11084,     11084,Highway
     11085,     11085,Highway
     11086,     11086,Highway
     11087,     11087,Highway
     11088,     11088,Highway
     11089,     11089,Highway
     11090,     11090,Highway
     11091,     11091,Highway
     11092,     11092,Highway
     11093,     11093,Highway
     11094,     11094,Highway
     11095,     11095,Highway
     11096,     11096,Highway
     11097,     11097,Highway
     11098,     11098,Highway
     11099,     11099,Highway
     11100,     11100,Highway
     11101,     11101,Highway
     11102,     11102,Highway
     11103,     11103,Highway
     11104,     11104,Highway
     11105,     11105,Highway
     11106,     11106,Highway
     11107,     11107,Highway
     11108,     11108,Highway
     11109,     11109,Highway
     11110,     11110,Highway
     11111,     11111,Highway
     11112,     11112,Highway
     11113,     11113,Highway
     11114,     11114,Highway
     11115,     11115,Highway
     11116,     11116,Highway
     11117,     11117,Highway
     11118,     11118,Highway
     11119,     11119,Highway
     11120,     11120,Highway
     11121,     11121,Highway
     11122,     11122,Highway
     11123,     11123,Highway
     11124,     11124,Highway
     11125,     11125,Highway
     11126,     11126,Highway
     11127,     11127,Highway
     11128,     11128,Highway
     11129,     11129,Highway
     11130,     11130,Highway
     11131,     11131,Highway
     11132,     11132,Highway
     11133,     11133,Highway
     11134,     11134,Highway
     11135,     11135,Highway
     11136,     11136,Highway
     11137,     11137,Highway
     11138,     11138,Highway
     11139,     11139,Highway
     11140,     11140,Highway
     11141,     11141,Highway
     11142,     11142,Highway
     11143,     11143,Highway
     11144,     11144,Highway
     11145,     11145,Highway
     11146,     11146,Highway
     11147,     11147,Highway
     11148,     11148,Highway
     11149,     11149,Highway
     11150,     11150,Highway
     11151,     11151,Highway
     11152,     11152,Highway
     11153,     11153,Highway
     11154,     11154,Highway
     11155,     11155,Highway
     11156,     11156,Highway
     11157,     11157,Highway
     11158,     11158,Highway
     11159,     11159,Highway
     11160,     11160,Highway
     11161,     11161,Highway
     11162,     11162,Highway
     11163,     11163,Highway
     11164,     11164,Highway
     11165,     11165,Highway
     11166,     11166,Highway
     11167,     11167,Highway
     11168,     11168,Highway
     11169,     11169,Highway
     11170,     11170,Highway
     11171,     11171,Highway
     11172,     11172,Highway
     11173,     11173,Highway
     11174,     11174,Highway
     11175,     11175,Highway
     11176,     11176,Highway
     11177,     11177,Highway
     11178,     11178,Highway
     11179,     11179,Highway
     11180,     11180,Highway
     11181,     11181,Highway
     11182,     11182,Highway
     11183,     11183,Highway
     11184,     11184,Highway
     11185,     11185,Highway
     11186,     11186,Highway
     11187,     11187,Highway
     11188,     11188,Highway
     11189,     11189,Highway
     11190,     11190,Highway
     11191,     11191,Highway
     11192,     11192,Highway
     11193,     11193,Highway
     11194,     11194,Highway
     11195,     11195,Highway
     11196,     11196,Highway
     11197,     11197,Highway
     11198,     11198,Highway
     11199,     11199,Highway
     11200,     11200,Highway
     11201,     11201,Highway
     11202,     11202,Highway
     11203,     11203,Highway
     11204,     11204,Highway
     11205,     11205,Highway
     11206,     11206,Highway
     11207,     11207,Highway
     11208,     11208,Highway
     11209,     11209,Highway
     11210,     11210,Highway
     11211,     11211,Highway
     11212,     11212,Highway
     11213,     11213,Highway
     11214,     11214,Highway
     11215,     11215,Highway
     11216,     11216,Highway
     11217,     11217,Highway
     11218,     11218,Highway
     11219,     11219,Highway
     11220,     11220,Highway
     11221,     11221,Highway
     11222,     11222,Highway
     11223,     11223,Highway
     11224,     11224,Highway
     11225,     11225,Highway
     11226,     11226,Highway
     11227,     11227,Highway
     11228,     11228,Highway
     11229,     11229,Highway
     11230,     11230,Highway
     11231,     11231,Highway
     11232,     11232,Highway
     11233,     11233,Highway
     11234,     11234,Highway
     11235,     11235,Highway
     11236,     11236,Highway
     11237,     11237,Highway
     11238,     11238,Highway
     11239,     11239,Highway
     11240,     11240,Highway
     11241,     11241,Highway
     11242,     11242,Highway
     11243,     11243,Highway
     11244,     11244,Highway
     11245,     11245,Highway
     11246,     11246,Highway
     11247,     11247,Highway
     11248,     11248,Highway
     11249,     11249,Highway
     11250,     11250,Highway
     11251,     11251,Highway
     11252,     11252,Highway
     11253,     11253,Highway
     11254,     11254,Highway
     11255,     11255,Highway
     11256,     11256,Highway
     11257,     11257,Highway
     11258,     11258,Highway
     11259,     11259,Highway
     11260,     11260,Highway
     11261,     11261,Highway
     11262,     11262,Highway
     11263,     11263,Highway
     11264,     11264,Highway
     11265,     11265,Highway
     11266,     11266,Highway
     11267,     11267,Highway
     11268,     11268,Highway
     11269,     11269,Highway
     11270,     11270,Highway
     11271,     11271,Highway
     11272,     11272,Highway
     11273,     11273,Highway
     11274,     11274,Highway
     11275,     11275,Highway
     11276,     11276,Highway
     11277,     11277,Highway
     11278,     11278,Highway
     11279,     11279,Highway
     11280,     11280,Highway
     11281,     11281,Highway
     11282,     11282,Highway
     11283,     11283,Highway
     11284,     11284,Highway
     11285,     11285,Highway
     11286,     11286,Highway
     11287,     11287,Highway
     11288,     11288,Highway
     11289,     11289,Highway
     11290,     11290,Highway
     11291,     11291,Highway
     11292,     11292,Highway
     11293,     11293,Highway
     11294,     11294,Highway
     11295,     11295,Highway
     11296,     11296,Highway
     11297,     11297,Highway
     11298,     11298,Highway
     11299,     11299,Highway
     11300,     11300,Highway
     11301,     11301,Highway
     11302,     11302,Highway
     11303,     11303,Highway
     11304,     11304,Highway
     11305,     11305,Highway
     11306,     11306,Highway
     11307,     11307,Highway
     11308,     11308,Highway
     11309,     11309,Highway
     11310,     11310,Highway
     11311,     11311,Highway
     11312,     11312,Highway
     11313,     11313,Highway
     11314,     11314,Highway
     11315,     11315,Highway
     11316,     11316,Highway
     11317,     11317,Highway
     11318,     11318,Highway
     11319,     11319,Highway
     11320,     11320,Highway
     11321,     11321,Highway
     11322,     11322,Highway
     11323,     11323,Highway
     11324,     11324,Highway
     11325,     11325,Highway
     11326,     11326,Highway
     11327,     11327,Highway
     11328,     11328,Highway
     11329,     11329,Highway
     11330,     11330,Highway
     11331,     11331,Highway
     11332,     11332,Highway
     11333,     11333,Highway
     11334,     11334,Highway
     11335,     11335,Highway
     11336,     11336,Highway
     11337,     11337,Highway
     11338,     11338,Highway
     11339,     11339,Highway
     11340,     11340,Highway
     11341,     11341,Highway
     11342,     11342,Highway
     11343,     11343,Highway
     11344,     11344,Highway
     11345,     11345,Highway
     11346,     11346,Highway
     11347,     11347,Highway
     11348,     11348,Highway
     11349,     11349,Highway
     11350,     11350,Highway
     11351,     11351,Highway
     11352,     11352,Highway
     11353,     11353,Highway
     11354,     11354,Highway
     11355,     11355,Highway
     11356,     11356,Highway
     11357,     11357,Highway
     11358,     11358,Highway
     11359,     11359,Highway
     11360,     11360,Highway
     11361,     11361,Highway
     11362,     11362,Highway
     11363,     11363,Highway
     11364,     11364,Highway
     11365,     11365,Highway
     11366,     11366,Highway
     11367,     11367,Highway
     11368,     11368,Highway
     11369,     11369,Highway
     11370,     11370,Highway
     11371,     11371,Highway
     11372,     11372,Highway
     11373,     11373,Highway
     11374,     11374,Highway
     11375,     11375,Highway
     11376,     11376,Highway
     11377,     11377,Highway
     11378,     11378,Highway
     11379,     11379,Highway
     11380,     11380,Highway
     11381,     11381,Highway
     11382,     11382,Highway
     11383,     11383,Highway
     11384,     11384,Highway
     11385,     11385,Highway
     11386,     11386,Highway
     11387,     11387,Highway
     11388,     11388,Highway
     11389,     11389,Highway
     11390,     11390,Highway
     11391,     11391,Highway
     11392,     11392,Highway
     11393,     11393,Highway
     11394,     11394,Highway
     11395,     11395,Highway
     11396,     11396,Highway
     11397,     11397,Highway
     11398,     11398,Highway
     11399,     11399,Highway
     11400,     11400,Highway
     11401,     11401,Highway
     11402,     11402,Highway
     11403,     11403,Highway
     11404,     11404,Highway
     11405,     11405,Highway
     11406,     11406,Highway
     11407,     11407,Highway
     11408,     11408,Highway
     11409,     11409,Highway
     11410,     11410,Highway
     11411,     11411,Highway
     11412,     11412,Highway
     11413,     11413,Highway
     11414,     11414,Highway
     11415,     11415,Highway
     11416,     11416,Highway
     11417,     11417,Highway
     11418,     11418,Highway
     11419,     11419,Highway
     11420,     11420,Highway
     11421,     11421,Highway
     11422,     11422,Highway
     11423,     11423,Highway
     11424,     11424,Highway
     11425,     11425,Highway
     11426,     11426,Highway
     11427,     11427,Highway
     11428,     11428,Highway
     11429,     11429,Highway
     11430,     11430,Highway
     11431,     11431,Highway
     11432,     11432,Highway
     11433,     11433,Highway
     11434,     11434,Highway
     11435,     11435,Highway
     11436,     11436,Highway
     11437,     11437,Highway
     11438,     11438,Highway
     11439,     11439,Highway
     11440,     11440,Highway
     11441,     11441,Highway
     11442,     11442,Highway
     11443,     11443,Highway
     11444,     11444,Highway
     11445,     11445,Highway
     11446,     11446,Highway
     11447,     11447,Highway
     11448,     11448,Highway
     11449,     11449,Highway
     11450,     11450,Highway
     11451,     11451,Highway
     11452,     11452,Highway
     11453,     11453,Highway
     11454,     11454,Highway
     11455,     11455,Highway
     11456,     11456,Highway
     11457,     11457,Highway
     11458,     11458,Highway
     11459,     11459,Highway
     11460,     11460,Highway
     11461,     11461,Highway
     11462,     11462,Highway
     11463,     11463,Highway
     11464,     11464,Highway
     11465,     11465,Highway
     11466,     11466,Highway
     11467,     11467,Highway
     11468,     11468,Highway
     11469,     11469,Highway
     11470,     11470,Highway
     11471,     11471,Highway
     11472,     11472,Highway
     11473,     11473,Highway
     11474,     11474,Highway
     11475,     11475,Highway
     11476,     11476,Highway
     11477,     11477,Highway
     11478,     11478,Highway
     11479,     11479,Highway
     11480,     11480,Highway
     11481,     11481,Highway
     11482,     11482,Highway
     11483,     11483,Highway
     11484,     11484,Highway
     11485,     11485,Highway
     11486,     11486,Highway
     11487,     11487,Highway
     11488,     11488,Highway
     11489,     11489,Highway
     11490,     11490,Highway
     11491,     11491,Highway
     11492,     11492,Highway
     11493,     11493,Highway
     11494,     11494,Highway
     11495,     11495,Highway
     11496,     11496,Highway
     11497,     11497,Highway
     11498,     11498,Highway
     11499,     11499,Highway
     11500,     11500,Highway
     11501,     11501,Highway
     11502,     11502,Highway
     11503,     11503,Highway
     11504,     11504,Highway
     11505,     11505,Highway
     11506,     11506,Highway
     11507,     11507,Highway
     11508,     11508,Highway
     11509,     11509,Highway
     11510,     11510,Highway
     11511,     11511,Highway
     11512,     11512,Highway
     11513,     11513,Highway
     11514,     11514,Highway
     11515,     11515,Highway
     11516,     11516,Highway
     11517,     11517,Highway
     11518,     11518,Highway
     11519,     11519,Highway
     11520,     11520,Highway
     11521,     11521,Highway
     11522,     11522,Highway
     11523,     11523,Highway
     11524,     11524,Highway
     11525,     11525,Highway
     11526,     11526,Highway
     11527,     11527,Highway
     11528,     11528,Highway
     11529,     11529,Highway
     11530,     11530,Highway
     11531,     11531,Highway
     11532,     11532,Highway
     11533,     11533,Highway
     11534,     11534,Highway
     11535,     11535,Highway
     11536,     11536,Highway
     11537,     11537,Highway
     11538,     11538,Highway
     11539,     11539,Highway
     11540,     11540,Highway
     11541,     11541,Highway
     11542,     11542,Highway
     11543,     11543,Highway
     11544,     11544,Highway
     11545,     11545,Highway
     11546,     11546,Highway
     11547,     11547,Highway
     11548,     11548,Highway
     11549,     11549,Highway
     11550,     11550,Highway
     11551,     11551,Highway
     11552,     11552,Highway
     11553,     11553,Highway
     11554,     11554,Highway
     11555,     11555,Highway
     11556,     11556,Highway
     11557,     11557,Highway
     11558,     11558,Highway
     11559,     11559,Highway
     11560,     11560,Highway
     11561,     11561,Highway
     11562,     11562,Highway
     11563,     11563,Highway
     11564,     11564,Highway
     11565,     11565,Highway
     11566,     11566,Highway
     11567,     11567,Highway
     11568,     11568,Highway
     11569,     11569,Highway
     11570,     11570,Highway
     11571,     11571,Highway
     11572,     11572,Highway
     11573,     11573,Highway
     11574,     11574,Highway
     11575,     11575,Highway
     11576,     11576,Highway
     11577,     11577,Highway
     11578,     11578,Highway
     11579,     11579,Highway
     11580,     11580,Highway
     11581,     11581,Highway
     11582,     11582,Highway
     11583,     11583,Highway
     11584,     11584,Highway
     11585,     11585,Highway
     11586,     11586,Highway
     11587,     11587,Highway
     11588,     11588,Highway
     11589,     11589,Highway
     11590,     11590,Highway
     11591,     11591,Highway
     11592,     11592,Highway
     11593,     11593,Highway
     11594,     11594,Highway
     11595,     11595,Highway
     11596,     11596,Highway
     11597,     11597,Highway
     11598,     11598,Highway
     11599,     11599,Highway
     11600,     11600,Highway
     11601,     11601,Highway
     11602,     11602,Highway
     11603,     11603,Highway
     11604,     11604,Highway
     11605,     11605,Highway
     11606,     11606,Highway
     11607,     11607,Highway
     11608,     11608,Highway
     11609,     11609,Highway
     11610,     11610,Highway
     11611,     11611,Highway
     11612,     11612,Highway
     11613,     11613,Highway
     11614,     11614,Highway
     11615,     11615,Highway
     11616,     11616,Highway
     11617,     11617,Highway
     11618,     11618,Highway
     11619,     11619,Highway
     11620,     11620,Highway
     11621,     11621,Highway
     11622,     11622,Highway
     11623,     11623,Highway
     11624,     11624,Highway
     11625,     11625,Highway
     11626,     11626,Highway
     11627,     11627,Highway
     11628,     11628,Highway
     11629,     11629,Highway
     11630,     11630,Highway
     11631,     11631,Highway
     11632,     11632,Highway
     11633,     11633,Highway
     11634,     11634,Highway
     11635,     11635,Highway
     11636,     11636,Highway
     11637,     11637,Highway
     11638,     11638,Highway
     11639,     11639,Highway
     11640,     11640,Highway
     11641,     11641,Highway
     11642,     11642,Highway
     11643,     11643,Highway
     11644,     11644,Highway
     11645,     11645,Highway
     11646,     11646,Highway
     11647,     11647,Highway
     11648,     11648,Highway
     11649,     11649,Highway
     11650,     11650,Highway
     11651,     11651,Highway
     11652,     11652,Highway
     11653,     11653,Highway
     11654,     11654,Highway
     11655,     11655,Highway
     11656,     11656,Highway
     11657,     11657,Highway
     11658,     11658,Highway
     11659,     11659,Highway
     11660,     11660,Highway
     11661,     11661,Highway
     11662,     11662,Highway
     11663,     11663,Highway
     11664,     11664,Highway
     11665,     11665,Highway
     11666,     11666,Highway
     11667,     11667,Highway
     11668,     11668,Highway
     11669,     11669,Highway
     11670,     11670,Highway
     11671,     11671,Highway
     11672,     11672,Highway
     11673,     11673,Highway
     11674,     11674,Highway
     11675,     11675,Highway
     11676,     11676,Highway
     11677,     11677,Highway
     11678,     11678,Highway
     11679,     11679,Highway
     11680,     11680,Highway
     11681,     11681,Highway
     11682,     11682,Highway
     11683,     11683,Highway
     11684,     11684,Highway
     11685,     11685,Highway
     11686,     11686,Highway
     11687,     11687,Highway
     11688,     11688,Highway
     11689,     11689,Highway
     11690,     11690,Highway
     11691,     11691,Highway
     11692,     11692,Highway
     11693,     11693,Highway
     11694,     11694,Highway
     11695,     11695,Highway
     11696,     11696,Highway
     11697,     11697,Highway
     11698,     11698,Highway
     11699,     11699,Highway
     11700,     11700,Highway
     11701,     11701,Highway
     11702,     11702,Highway
     11703,     11703,Highway
     11704,     11704,Highway
     11705,     11705,Highway
     11706,     11706,Highway
     11707,     11707,Highway
     11708,     11708,Highway
     11709,     11709,Highway
     11710,     11710,Highway
     11711,     11711,Highway
     11712,     11712,Highway
     11713,     11713,Highway
     11714,     11714,Highway
     11715,     11715,Highway
     11716,     11716,Highway
     11717,     11717,Highway
     11718,     11718,Highway
     11719,     11719,Highway
     11720,     11720,Highway
     11721,     11721,Highway
     11722,     11722,Highway
     11723,     11723,Highway
     11724,     11724,Highway
     11725,     11725,Highway
     11726,     11726,Highway
     11727,     11727,Highway
     11728,     11728,Highway
     11729,     11729,Highway
     11730,     11730,Highway
     11731,     11731,Highway
     11732,     11732,Highway
     11733,     11733,Highway
     11734,     11734,Highway
     11735,     11735,Highway
     11736,     11736,Highway
     11737,     11737,Highway
     11738,     11738,Highway
     11739,     11739,Highway
     11740,     11740,Highway
     11741,     11741,Highway
     11742,     11742,Highway
     11743,     11743,Highway
     11744,     11744,Highway
     11745,     11745,Highway
     11746,     11746,Highway
     11747,     11747,Highway
     11748,     11748,Highway
     11749,     11749,Highway
     11750,     11750,Highway
     11751,     11751,Highway
     11752,     11752,Highway
     11753,     11753,Highway
     11754,     11754,Highway
     11755,     11755,Highway
     11756,     11756,Highway
     11757,     11757,Highway
     11758,     11758,Highway
     11759,     11759,Highway
     11760,     11760,Highway
     11761,     11761,Highway
     11762,     11762,Highway
     11763,     11763,Highway
     11764,     11764,Highway
     11765,     11765,Highway
     11766,     11766,Highway
     11767,     11767,Highway
     11768,     11768,Highway
     11769,     11769,Highway
     11770,     11770,Highway
     11771,     11771,Highway
     11772,     11772,Highway
     11773,     11773,Highway
     11774,     11774,Highway
     11775,     11775,Highway
     11776,     11776,Highway
     11777,     11777,Highway
     11778,     11778,Highway
     11779,     11779,Highway
     11780,     11780,Highway
     11781,     11781,Highway
     11782,     11782,Highway
     11783,     11783,Highway
     11784,     11784,Highway
     11785,     11785,Highway
     11786,     11786,Highway
     11787,     11787,Highway
     11788,     11788,Highway
     11789,     11789,Highway
     11790,     11790,Highway
     11791,     11791,Highway
     11792,     11792,Highway
     11793,     11793,Highway
     11794,     11794,Highway
     11795,     11795,Highway
     11796,     11796,Highway
     11797,     11797,Highway
     11798,     11798,Highway
     11799,     11799,Highway
     11800,     11800,Highway
     11801,     11801,Highway
     11802,     11802,Highway
     11803,     11803,Highway
     11804,     11804,Highway
     11805,     11805,Highway
     11806,     11806,Highway
     11807,     11807,Highway
     11808,     11808,Highway
     11809,     11809,Highway
     11810,     11810,Highway
     11811,     11811,Highway
     11812,     11812,Highway
     11813,     11813,Highway
     11814,     11814,Highway
     11815,     11815,Highway
     11816,     11816,Highway
     11817,     11817,Highway
     11818,     11818,Highway
     11819,     11819,Highway
     11820,     11820,Highway
     11821,     11821,Highway
     11822,     11822,Highway
     11823,     11823,Highway
     11824,     11824,Highway
     11825,     11825,Highway
     11826,     11826,Highway
     11827,     11827,Highway
     11828,     11828,Highway
     11829,     11829,Highway
     11830,     11830,Highway
     11831,     11831,Highway
     11832,     11832,Highway
     11833,     11833,Highway
     11834,     11834,Highway
     11835,     11835,Highway
     11836,     11836,Highway
     11837,     11837,Highway
     11838,     11838,Highway
     11839,     11839,Highway
     11840,     11840,Highway
     11841,     11841,Highway
     11842,     11842,Highway
     11843,     11843,Highway
     11844,     11844,Highway
     11845,     11845,Highway
     11846,     11846,Highway
     11847,     11847,Highway
     11848,     11848,Highway
     11849,     11849,Highway
     11850,     11850,Highway
     11851,     11851,Highway
     11852,     11852,Highway
     11853,     11853,Highway
     11854,     11854,Highway
     11855,     11855,Highway
     11856,     11856,Highway
     11857,     11857,Highway
     11858,     11858,Highway
     11859,     11859,Highway
     11860,     11860,Highway
     11861,     11861,Highway
     11862,     11862,Highway
     11863,     11863,Highway
     11864,     11864,Highway
     11865,     11865,Highway
     11866,     11866,Highway
     11867,     11867,Highway
     11868,     11868,Highway
     11869,     11869,Highway
     11870,     11870,Highway
     11871,     11871,Highway
     11872,     11872,Highway
     11873,     11873,Highway
     11874,     11874,Highway
     11875,     11875,Highway
     11876,     11876,Highway
     11877,     11877,Highway
     11878,     11878,Highway
     11879,     11879,Highway
     11880,     11880,Highway
     11881,     11881,Highway
     11882,     11882,Highway
     11883,     11883,Highway
     11884,     11884,Highway
     11885,     11885,Highway
     11886,     11886,Highway
     11887,     11887,Highway
     11888,     11888,Highway
     11889,     11889,Highway
     11890,     11890,Highway
     11891,     11891,Highway
     11892,     11892,Highway
     11893,     11893,Highway
     11894,     11894,Highway
     11895,     11895,Highway
     11896,     11896,Highway
     11897,     11897,Highway
     11898,     11898,Highway
     11899,     11899,Highway
     11900,     11900,Highway
     11901,     11901,Highway
     11902,     11902,Highway
     11903,     11903,Highway
     11904,     11904,Highway
     11905,     11905,Highway
     11906,     11906,Highway
     11907,     11907,Highway
     11908,     11908,Highway
     11909,     11909,Highway
     11910,     11910,Highway
     11911,     11911,Highway
     11912,     11912,Highway
     11913,     11913,Highway
     11914,     11914,Highway
     11915,     11915,Highway
     11916,     11916,Highway
     11917,     11917,Highway
     11918,     11918,Highway
     11919,     11919,Highway
     11920,     11920,Highway
     11921,     11921,Highway
     11922,     11922,Highway
     11923,     11923,Highway
     11924,     11924,Highway
     11925,     11925,Highway
     11926,     11926,Highway
     11927,     11927,Highway
     11928,     11928,Highway
     11929,     11929,Highway
     11930,     11930,Highway
     11931,     11931,Highway
     11932,     11932,Highway
     11933,     11933,Highway
     11934,     11934,Highway
     11935,     11935,Highway
     11936,     11936,Highway
     11937,     11937,Highway
     11938,     11938,Highway
     11939,     11939,Highway
     11940,     11940,Highway
     11941,     11941,Highway
     11942,     11942,Highway
     11943,     11943,Highway
     11944,     11944,Highway
     11945,     11945,Highway
     11946,     11946,Highway
     11947,     11947,Highway
     11948,     11948,Highway
     11949,     11949,Highway
     11950,     11950,Highway
     11951,     11951,Highway
     11952,     11952,Highway
     11953,     11953,Highway
     11954,     11954,Highway
     11955,     11955,Highway
     11956,     11956,Highway
     11957,     11957,Highway
     11958,     11958,Highway
     11959,     11959,Highway
     11960,     11960,Highway
     11961,     11961,Highway
     11962,     11962,Highway
     11963,     11963,Highway
     11964,     11964,Highway
     11965,     11965,Highway
     11966,     11966,Highway
     11967,     11967,Highway
     11968,     11968,Highway
     11969,     11969,Highway
     11970,     11970,Highway
     11971,     11971,Highway
     11972,     11972,Highway
     11973,     11973,Highway
     11974,     11974,Highway
     11975,     11975,Highway
     11976,     11976,Highway
     11977,     11977,Highway
     11978,     11978,Highway
     11979,     11979,Highway
     11980,     11980,Highway
     11981,     11981,Highway
     11982,     11982,Highway
     11983,     11983,Highway
     11984,     11984,Highway
     11985,     11985,Highway
     11986,     11986,Highway
     11987,     11987,Highway
     11988,     11988,Highway
     11989,     11989,Highway
     11990,     11990,Highway
     11991,     11991,Highway
     11992,     11992,Highway
     11993,     11993,Highway
     11994,     11994,Highway
     11995,     11995,Highway
     11996,     11996,Highway
     11997,     11997,Highway
     11998,     11998,Highway
     11999,     11999,Highway
     12000,     12000,Highway
     12001,     12001,Highway
     12002,     12002,Highway
     12003,     12003,Highway
     12004,     12004,Highway
     12005,     12005,Highway
     12006,     12006,Highway
     12007,     12007,Highway
     12008,     12008,Highway
     12009,     12009,Highway
     12010,     12010,Highway
     12011,     12011,Highway
     12012,     12012,Highway
     12013,     12013,Highway
     12014,     12014,Highway
     12015,     12015,Highway
     12016,     12016,Highway
     12017,     12017,Highway
     12018,     12018,Highway
     12019,     12019,Highway
     12020,     12020,Highway
     12021,     12021,Highway
     12022,     12022,Highway
     12023,     12023,Highway
     12024,     12024,Highway
     12025,     12025,Highway
     12026,     12026,Highway
     12027,     12027,Highway
     12028,     12028,Highway
     12029,     12029,Highway
     12030,     12030,Highway
     12031,     12031,Highway
     12032,     12032,Highway
     12033,     12033,Highway
     12034,     12034,Highway
     12035,     12035,Highway
     12036,     12036,Highway
     12037,     12037,Highway
     12038,     12038,Highway
     12039,     12039,Highway
     12040,     12040,Highway
     12041,     12041,Highway
     12042,     12042,Highway
     12043,     12043,Highway
     12044,     12044,Highway
     12045,     12045,Highway
     12046,     12046,Highway
     12047,     12047,Highway
     12048,     12048,Highway
     12049,     12049,Highway
     12050,     12050,Highway
     12051,     12051,Highway
     12052,     12052,Highway
     12053,     12053,Highway
     12054,     12054,Highway
     12055,     12055,Highway
     12056,     12056,Highway
     12057,     12057,Highway
     12058,     12058,Highway
     12059,     12059,Highway
     12060,     12060,Highway
     12061,     12061,Highway
     12062,     12062,Highway
     12063,     12063,Highway
     12064,     12064,Highway
     12065,     12065,Highway
     12066,     12066,Highway
     12067,     12067,Highway
     12068,     12068,Highway
     12069,     12069,Highway
     12070,     12070,Highway
     12071,     12071,Highway
     12072,     12072,Highway
     12073,     12073,Highway
     12074,     12074,Highway
     12075,     12075,Highway
     12076,     12076,Highway
     12077,     12077,Highway
     12078,     12078,Highway
     12079,     12079,Highway
     12080,     12080,Highway
     12081,     12081,Highway
     12082,     12082,Highway
     12083,     12083,Highway
     12084,     12084,Highway
     12085,     12085,Highway
     12086,     12086,Highway
     12087,     12087,Highway
     12088,     12088,Highway
     12089,     12089,Highway
     12090,     12090,Highway
     12091,     12091,Highway
     12092,     12092,Highway
     12093,     12093,Highway
     12094,     12094,Highway
     12095,     12095,Highway
     12096,     12096,Highway
     12097,     12097,Highway
     12098,     12098,Highway
     12099,     12099,Highway
     12100,     12100,Highway
     12101,     12101,Highway
     12102,     12102,Highway
     12103,     12103,Highway
     12104,     12104,Highway
     12105,     12105,Highway
     12106,     12106,Highway
     12107,     12107,Highway
     12108,     12108,Highway
     12109,     12109,Highway
     12110,     12110,Highway
     12111,     12111,Highway
     12112,     12112,Highway
     12113,     12113,Highway
     12114,     12114,Highway
     12115,     12115,Highway
     12116,     12116,Highway
     12117,     12117,Highway
     12118,     12118,Highway
     12119,     12119,Highway
     12120,     12120,Highway
     12121,     12121,Highway
     12122,     12122,Highway
     12123,     12123,Highway
     12124,     12124,Highway
     12125,     12125,Highway
     12126,     12126,Highway
     12127,     12127,Highway
     12128,     12128,Highway
     12129,     12129,Highway
     12130,     12130,Highway
     12131,     12131,Highway
     12132,     12132,Highway
     12133,     12133,Highway
     12134,     12134,Highway
     12135,     12135,Highway
     12136,     12136,Highway
     12137,     12137,Highway
     12138,     12138,Highway
     12139,     12139,Highway
     12140,     12140,Highway
     12141,     12141,Highway
     12142,     12142,Highway
     12143,     12143,Highway
     12144,     12144,Highway
     12145,     12145,Highway
     12146,     12146,Highway
     12147,     12147,Highway
     12148,     12148,Highway
     12149,     12149,Highway
     12150,     12150,Highway
     12151,     12151,Highway
     12152,     12152,Highway
     12153,     12153,Highway
     12154,     12154,Highway
     12155,     12155,Highway
     12156,     12156,Highway
     12157,     12157,Highway
     12158,     12158,Highway
     12159,     12159,Highway
     12160,     12160,Highway
     12161,     12161,Highway
     12162,     12162,Highway
     12163,     12163,Highway
     12164,     12164,Highway
     12165,     12165,Highway
     12166,     12166,Highway
     12167,     12167,Highway
     12168,     12168,Highway
     12169,     12169,Highway
     12170,     12170,Highway
     12171,     12171,Highway
     12172,     12172,Highway
     12173,     12173,Highway
     12174,     12174,Highway
     12175,     12175,Highway
     12176,     12176,Highway
     12177,     12177,Highway
     12178,     12178,Highway
     12179,     12179,Highway
     12180,     12180,Highway
     12181,     12181,Highway
     12182,     12182,Highway
     12183,     12183,Highway
     12184,     12184,Highway
     12185,     12185,Highway
     12186,     12186,Highway
     12187,     12187,Highway
     12188,     12188,Highway
     12189,     12189,Highway
     12190,     12190,Highway
     12191,     12191,Highway
     12192,     12192,Highway
     12193,     12193,Highway
     12194,     12194,Highway
     12195,     12195,Highway
     12196,     12196,Highway
     12197,     12197,Highway
     12198,     12198,Highway
     12199,     12199,Highway
     12200,     12200,Highway
     12201,     12201,Highway
