;New_Node,PrevNode,Type,Source
     10132,     10132,Highway,USTM
     10133,     10133,Highway,USTM
     10134,     10134,Highway,USTM
     10135,     10135,Highway,USTM
     10136,     10136,Highway,USTM
     10137,     10137,Highway,USTM
     10138,     10138,Highway,USTM
     10139,     10139,Highway,USTM
     10140,     10140,Highway,USTM
     10141,     10141,Highway,USTM
     10142,     10142,Highway,USTM
     10143,     10143,Highway,USTM
     10144,     10144,Highway,USTM
     10145,     10145,Highway,USTM
     10146,     10146,Highway,USTM
     10147,     10147,Highway,USTM
     10148,     10148,Highway,USTM
     10149,     10149,Highway,USTM
     10150,     10150,Highway,USTM
     10151,     10151,Highway,USTM
     10152,     10152,Highway,USTM
     10153,     10153,Highway,USTM
     10154,     10154,Highway,USTM
     10155,     10155,Highway,USTM
     10156,     10156,Highway,USTM
     10157,     10157,Highway,USTM
     10158,     10158,Highway,USTM
     10159,     10159,Highway,USTM
     10160,     10160,Highway,USTM
     10161,     10161,Highway,USTM
     10162,     10162,Highway,USTM
     10163,     10163,Highway,USTM
     10164,     10164,Highway,USTM
     10165,     10165,Highway,USTM
     10166,     10166,Highway,USTM
     10167,     10167,Highway,USTM
     10168,     10168,Highway,USTM
     10169,     10169,Highway,USTM
     10170,     10170,Highway,USTM
     10171,     10171,Highway,USTM
     10172,     10172,Highway,USTM
     10173,     10173,Highway,USTM
     10174,     10174,Highway,USTM
     10175,     10175,Highway,USTM
     10176,     10176,Highway,USTM
     10177,     10177,Highway,USTM
     10178,     10178,Highway,USTM
     10179,     10179,Highway,USTM
     10180,     10180,Highway,USTM
     10181,     10181,Highway,USTM
     10182,     10182,Highway,USTM
     10183,     10183,Highway,USTM
     10184,     10184,Highway,USTM
     10185,     10185,Highway,USTM
     10186,     10186,Highway,USTM
     10187,     10187,Highway,USTM
     10188,     10188,Highway,USTM
     10189,     10189,Highway,USTM
     10190,     10190,Highway,USTM
     10191,     10191,Highway,USTM
     10192,     10192,Highway,USTM
     10193,     10193,Highway,USTM
     10194,     10194,Highway,USTM
     10195,     10195,Highway,USTM
     10196,     10196,Highway,USTM
     10197,     10197,Highway,USTM
     10198,     10198,Highway,USTM
     10199,     10199,Highway,USTM
     10200,     10200,Highway,USTM
     10201,     10201,Highway,USTM
     10202,     10202,Highway,USTM
     10203,     10203,Highway,USTM
     10204,     10204,Highway,USTM
     10205,     10205,Highway,USTM
     10206,     10206,Highway,USTM
     10207,     10207,Highway,USTM
     10208,     10208,Highway,USTM
     10209,     10209,Highway,USTM
     10210,     10210,Highway,USTM
     10211,     10211,Highway,USTM
     10212,     10212,Highway,USTM
     10213,     10213,Highway,USTM
     10214,     10214,Highway,USTM
     10215,     10215,Highway,USTM
     10216,     10216,Highway,USTM
     10217,     10217,Highway,USTM
     10218,     10218,Highway,USTM
     10219,     10219,Highway,USTM
     10220,     10220,Highway,USTM
     10221,     10221,Highway,USTM
     10222,     10222,Highway,USTM
     10223,     10223,Highway,USTM
     10224,     10224,Highway,USTM
     10225,     10225,Highway,USTM
     10226,     10226,Highway,USTM
     10227,     10227,Highway,USTM
     10228,     10228,Highway,USTM
     10229,     10229,Highway,USTM
     10230,     10230,Highway,USTM
     10231,     10231,Highway,USTM
     10232,     10232,Highway,USTM
     10233,     10233,Highway,USTM
     10234,     10234,Highway,USTM
     10235,     10235,Highway,USTM
     10236,     10236,Highway,USTM
     10237,     10237,Highway,USTM
     10238,     10238,Highway,USTM
     10239,     10239,Highway,USTM
     10240,     10240,Highway,USTM
     10241,     10241,Highway,USTM
     10242,     10242,Highway,USTM
     10243,     10243,Highway,USTM
     10244,     10244,Highway,USTM
     10245,     10245,Highway,USTM
     10246,     10246,Highway,USTM
     10247,     10247,Highway,USTM
     10248,     10248,Highway,USTM
     10249,     10249,Highway,USTM
     10250,     10250,Highway,USTM
     10251,     10251,Highway,USTM
     10252,     10252,Highway,USTM
     10253,     10253,Highway,USTM
     10254,     10254,Highway,USTM
     10255,     10255,Highway,USTM
     10256,     10256,Highway,USTM
     10257,     10257,Highway,USTM
     10258,     10258,Highway,USTM
     10259,     10259,Highway,USTM
     10260,     10260,Highway,USTM
     10261,     10261,Highway,USTM
     10262,     10262,Highway,USTM
     10263,     10263,Highway,USTM
     10264,     10264,Highway,USTM
     10265,     10265,Highway,USTM
     10266,     10266,Highway,USTM
     10267,     10267,Highway,USTM
     10268,     10268,Highway,USTM
     10269,     10269,Highway,USTM
     10270,     10270,Highway,USTM
     10271,     10271,Highway,USTM
     10272,     10272,Highway,USTM
     10273,     10273,Highway,USTM
     10274,     10274,Highway,USTM
     10275,     10275,Highway,USTM
     10276,     10276,Highway,USTM
     10277,     10277,Highway,USTM
     10278,     10278,Highway,USTM
     10279,     10279,Highway,USTM
     10280,     10280,Highway,USTM
     10281,     10281,Highway,USTM
     10282,     10282,Highway,USTM
     10283,     10283,Highway,USTM
     10284,     10284,Highway,USTM
     10285,     10285,Highway,USTM
     10286,     10286,Highway,USTM
     10287,     10287,Highway,USTM
     10288,     10288,Highway,USTM
     10289,     10289,Highway,USTM
     10290,     10290,Highway,USTM
     10291,     10291,Highway,USTM
     10292,     10292,Highway,USTM
     10293,     10293,Highway,USTM
     10294,     10294,Highway,USTM
     10295,     10295,Highway,USTM
     10296,     10296,Highway,USTM
     10297,     10297,Highway,USTM
     10298,     10298,Highway,USTM
     10299,     10299,Highway,USTM
     10300,     10300,Highway,USTM
     10301,     10301,Highway,USTM
     10302,     10302,Highway,USTM
     10303,     10303,Highway,USTM
     10304,     10304,Highway,USTM
     10305,     10305,Highway,USTM
     10306,     10306,Highway,USTM
     10307,     10307,Highway,USTM
     10308,     10308,Highway,USTM
     10309,     10309,Highway,USTM
     10310,     10310,Highway,USTM
     10311,     10311,Highway,USTM
     10312,     10312,Highway,USTM
     10313,     10313,Highway,USTM
     10314,     10314,Highway,USTM
     10315,     10315,Highway,USTM
     10316,     10316,Highway,USTM
     10317,     10317,Highway,USTM
     10318,     10318,Highway,USTM
     10319,     10319,Highway,USTM
     10320,     10320,Highway,USTM
     10321,     10321,Highway,USTM
     10322,     10322,Highway,USTM
     10323,     10323,Highway,USTM
     10324,     10324,Highway,USTM
     10325,     10325,Highway,USTM
     10326,     10326,Highway,USTM
     10327,     10327,Highway,USTM
     10328,     10328,Highway,USTM
     10329,     10329,Highway,USTM
     10330,     10330,Highway,USTM
     10331,     10331,Highway,USTM
     10332,     10332,Highway,USTM
     10333,     10333,Highway,USTM
     10334,     10334,Highway,USTM
     10335,     10335,Highway,USTM
     10336,     10336,Highway,USTM
     10337,     10337,Highway,USTM
     10338,     10338,Highway,USTM
     10339,     10339,Highway,USTM
     10340,     10340,Highway,USTM
     10341,     10341,Highway,USTM
     10342,     10342,Highway,USTM
     10343,     10343,Highway,USTM
     10344,     10344,Highway,USTM
     10345,     10345,Highway,USTM
     10346,     10346,Highway,USTM
     10347,     10347,Highway,USTM
     10348,     10348,Highway,USTM
     10349,     10349,Highway,USTM
     10350,     10350,Highway,USTM
     10351,     10351,Highway,USTM
     10352,     10352,Highway,USTM
     10353,     10353,Highway,USTM
     10354,     10354,Highway,USTM
     10355,     10355,Highway,USTM
     10356,     10356,Highway,USTM
     10357,     10357,Highway,USTM
     10358,     10358,Highway,USTM
     10359,     10359,Highway,USTM
     10360,     10360,Highway,USTM
     10361,     10361,Highway,USTM
     10362,     10362,Highway,USTM
     10363,     10363,Highway,USTM
     10364,     10364,Highway,USTM
     10365,     10365,Highway,USTM
     10366,     10366,Highway,USTM
     10367,     10367,Highway,USTM
     10368,     10368,Highway,USTM
     10369,     10369,Highway,USTM
     10370,     10370,Highway,USTM
     10371,     10371,Highway,USTM
     10372,     10372,Highway,USTM
     10373,     10373,Highway,USTM
     10374,     10374,Highway,USTM
     10375,     10375,Highway,USTM
     10376,     10376,Highway,USTM
     10377,     10377,Highway,USTM
     10378,     10378,Highway,USTM
     10379,     10379,Highway,USTM
     10380,     10380,Highway,USTM
     10381,     10381,Highway,USTM
     10382,     10382,Highway,USTM
     10383,     10383,Highway,USTM
     10384,     10384,Highway,USTM
     10385,     10385,Highway,USTM
     10386,     10386,Highway,USTM
     10387,     10387,Highway,USTM
     10388,     10388,Highway,USTM
     10389,     10389,Highway,USTM
     10390,     10390,Highway,USTM
     10391,     10391,Highway,USTM
     10392,     10392,Highway,USTM
     10393,     10393,Highway,USTM
     10394,     10394,Highway,USTM
     10395,     10395,Highway,USTM
     10396,     10396,Highway,USTM
     10397,     10397,Highway,USTM
     10398,     10398,Highway,USTM
     10399,     10399,Highway,USTM
     10400,     10400,Highway,USTM
     10401,     10401,Highway,USTM
     10402,     10402,Highway,USTM
     10403,     10403,Highway,USTM
     10404,     10404,Highway,USTM
     10405,     10405,Highway,USTM
     10406,     10406,Highway,USTM
     10407,     10407,Highway,USTM
     10408,     10408,Highway,USTM
     10409,     10409,Highway,USTM
     10410,     10410,Highway,USTM
     10411,     10411,Highway,USTM
     10412,     10412,Highway,USTM
     10413,     10413,Highway,USTM
     10414,     10414,Highway,USTM
     10415,     10415,Highway,USTM
     10416,     10416,Highway,USTM
     10417,     10417,Highway,USTM
     10418,     10418,Highway,USTM
     10419,     10419,Highway,USTM
     10420,     10420,Highway,USTM
     10421,     10421,Highway,USTM
     10422,     10422,Highway,USTM
     10423,     10423,Highway,USTM
     10424,     10424,Highway,USTM
     10425,     10425,Highway,USTM
     10426,     10426,Highway,USTM
     10427,     10427,Highway,USTM
     10428,     10428,Highway,USTM
     10429,     10429,Highway,USTM
     10430,     10430,Highway,USTM
     10431,     10431,Highway,USTM
     10432,     10432,Highway,USTM
     10433,     10433,Highway,USTM
     10434,     10434,Highway,USTM
     10435,     10435,Highway,USTM
     10436,     10436,Highway,USTM
     10437,     10437,Highway,USTM
     10438,     10438,Highway,USTM
     10439,     10439,Highway,USTM
     10440,     10440,Highway,USTM
     10441,     10441,Highway,USTM
     10442,     10442,Highway,USTM
     10443,     10443,Highway,USTM
     10444,     10444,Highway,USTM
     10445,     10445,Highway,USTM
     10446,     10446,Highway,USTM
     10447,     10447,Highway,USTM
     10448,     10448,Highway,USTM
     10449,     10449,Highway,USTM
     10450,     10450,Highway,USTM
     10451,     10451,Highway,USTM
     10452,     10452,Highway,USTM
     10453,     10453,Highway,USTM
     10454,     10454,Highway,USTM
     10455,     10455,Highway,USTM
     10456,     10456,Highway,USTM
     10457,     10457,Highway,USTM
     10458,     10458,Highway,USTM
     10459,     10459,Highway,USTM
     10460,     10460,Highway,USTM
     10461,     10461,Highway,USTM
     10462,     10462,Highway,USTM
     10463,     10463,Highway,USTM
     10464,     10464,Highway,USTM
     10465,     10465,Highway,USTM
     10466,     10466,Highway,USTM
     10467,     10467,Highway,USTM
     10468,     10468,Highway,USTM
     10469,     10469,Highway,USTM
     10470,     10470,Highway,USTM
     10471,     10471,Highway,USTM
     10472,     10472,Highway,USTM
     10473,     10473,Highway,USTM
     10474,     10474,Highway,USTM
     10475,     10475,Highway,USTM
     10476,     10476,Highway,USTM
     10477,     10477,Highway,USTM
     10478,     10478,Highway,USTM
     10479,     10479,Highway,USTM
     10480,     10480,Highway,USTM
     10481,     10481,Highway,USTM
     10482,     10482,Highway,USTM
     10483,     10483,Highway,USTM
     10484,     10484,Highway,USTM
     10485,     10485,Highway,USTM
     10486,     10486,Highway,USTM
     10487,     10487,Highway,USTM
     10488,     10488,Highway,USTM
     10489,     10489,Highway,USTM
     10490,     10490,Highway,USTM
     10491,     10491,Highway,USTM
     10492,     10492,Highway,USTM
     10493,     10493,Highway,USTM
     10494,     10494,Highway,USTM
     10495,     10495,Highway,USTM
     10496,     10496,Highway,USTM
     10497,     10497,Highway,USTM
     10498,     10498,Highway,USTM
     10499,     10499,Highway,USTM
     10500,     10500,Highway,USTM
     10501,     10501,Highway,USTM
     10502,     10502,Highway,USTM
     10503,     10503,Highway,USTM
     10504,     10504,Highway,USTM
     10505,     10505,Highway,USTM
     10506,     10506,Highway,USTM
     10507,     10507,Highway,USTM
     10508,     10508,Highway,USTM
     10509,     10509,Highway,USTM
     10510,     10510,Highway,USTM
     10511,     10511,Highway,USTM
     10512,     10512,Highway,USTM
     10513,     10513,Highway,USTM
     10514,     10514,Highway,USTM
     10515,     10515,Highway,USTM
     10516,     10516,Highway,USTM
     10517,     10517,Highway,USTM
     10518,     10518,Highway,USTM
     10519,     10519,Highway,USTM
     10520,     10520,Highway,USTM
     10521,     10521,Highway,USTM
     10522,     10522,Highway,USTM
     10523,     10523,Highway,USTM
     10524,     10524,Highway,USTM
     10525,     10525,Highway,USTM
     10526,     10526,Highway,USTM
     10527,     10527,Highway,USTM
     10528,     10528,Highway,USTM
     10529,     10529,Highway,USTM
     10530,     10530,Highway,USTM
     10531,     10531,Highway,USTM
     10532,     10532,Highway,USTM
     10533,     10533,Highway,USTM
     10534,     10534,Highway,USTM
     10535,     10535,Highway,USTM
     10536,     10536,Highway,USTM
     10537,     10537,Highway,USTM
     10538,     10538,Highway,USTM
     10539,     10539,Highway,USTM
     10540,     10540,Highway,USTM
     10541,     10541,Highway,USTM
     10542,     10542,Highway,USTM
     10543,     10543,Highway,USTM
     10544,     10544,Highway,USTM
     10545,     10545,Highway,USTM
     10546,     10546,Highway,USTM
     10547,     10547,Highway,USTM
     10548,     10548,Highway,USTM
     10549,     10549,Highway,USTM
     10550,     10550,Highway,USTM
     10551,     10551,Highway,USTM
     10552,     10552,Highway,USTM
     10553,     10553,Highway,USTM
     10554,     10554,Highway,USTM
     10555,     10555,Highway,USTM
     10556,     10556,Highway,USTM
     10557,     10557,Highway,USTM
     10558,     10558,Highway,USTM
     10559,     10559,Highway,USTM
     10560,     10560,Highway,USTM
     10561,     10561,Highway,USTM
     10562,     10562,Highway,USTM
     10563,     10563,Highway,USTM
     10564,     10564,Highway,USTM
     10565,     10565,Highway,USTM
     10566,     10566,Highway,USTM
     10567,     10567,Highway,USTM
     10568,     10568,Highway,USTM
     10569,     10569,Highway,USTM
     10570,     10570,Highway,USTM
     10571,     10571,Highway,USTM
     10572,     10572,Highway,USTM
     10573,     10573,Highway,USTM
     10574,     10574,Highway,USTM
     10575,     10575,Highway,USTM
     10576,     10576,Highway,USTM
     10577,     10577,Highway,USTM
     10578,     10578,Highway,USTM
     10579,     10579,Highway,USTM
     10580,     10580,Highway,USTM
     10581,     10581,Highway,USTM
     10582,     10582,Highway,USTM
     10583,     10583,Highway,USTM
     10584,     10584,Highway,USTM
     10585,     10585,Highway,USTM
     10586,     10586,Highway,USTM
     10587,     10587,Highway,USTM
     10588,     10588,Highway,USTM
     10589,     10589,Highway,USTM
     10590,     10590,Highway,USTM
     10591,     10591,Highway,USTM
     10592,     10592,Highway,USTM
     10593,     10593,Highway,USTM
     10594,     10594,Highway,USTM
     10595,     10595,Highway,USTM
     10596,     10596,Highway,USTM
     10597,     10597,Highway,USTM
     10598,     10598,Highway,USTM
     10599,     10599,Highway,USTM
     10600,     10600,Highway,USTM
     10601,     10601,Highway,USTM
     10602,     10602,Highway,USTM
     10603,     10603,Highway,USTM
     10604,     10604,Highway,USTM
     10605,     10605,Highway,USTM
     10606,     10606,Highway,USTM
     10607,     10607,Highway,USTM
     10608,     10608,Highway,USTM
     10609,     10609,Highway,USTM
     10610,     10610,Highway,USTM
     10611,     10611,Highway,USTM
     10612,     10612,Highway,USTM
     10613,     10613,Highway,USTM
     10614,     10614,Highway,USTM
     10615,     10615,Highway,USTM
     10616,     10616,Highway,USTM
     10617,     10617,Highway,USTM
     10618,     10618,Highway,USTM
     10619,     10619,Highway,USTM
     10620,     10620,Highway,USTM
     10621,     10621,Highway,USTM
     10622,     10622,Highway,USTM
     10623,     10623,Highway,USTM
     10624,     10624,Highway,USTM
     10625,     10625,Highway,USTM
     10626,     10626,Highway,USTM
     10627,     10627,Highway,USTM
     10628,     10628,Highway,USTM
     10629,     10629,Highway,USTM
     10630,     10630,Highway,USTM
     10631,     10631,Highway,USTM
     10632,     10632,Highway,USTM
     10633,     10633,Highway,USTM
     10634,     10634,Highway,USTM
     10635,     10635,Highway,USTM
     10636,     10636,Highway,USTM
     10637,     10637,Highway,USTM
     10638,     10638,Highway,USTM
     10639,     10639,Highway,USTM
     10640,     10640,Highway,USTM
     10641,     10641,Highway,USTM
     10642,     10642,Highway,USTM
     10643,     10643,Highway,USTM
     10644,     10644,Highway,USTM
     10645,     10645,Highway,USTM
     10646,     10646,Highway,USTM
     10647,     10647,Highway,USTM
     10648,     10648,Highway,USTM
     10649,     10649,Highway,USTM
     10650,     10650,Highway,USTM
     10651,     10651,Highway,USTM
     10652,     10652,Highway,USTM
     10653,     10653,Highway,USTM
     10654,     10654,Highway,USTM
     10655,     10655,Highway,USTM
     10656,     10656,Highway,USTM
     10657,     10657,Highway,USTM
     10658,     10658,Highway,USTM
     10659,     10659,Highway,USTM
     10660,     10660,Highway,USTM
     10661,     10661,Highway,USTM
     10662,     10662,Highway,USTM
     10663,     10663,Highway,USTM
     10664,     10664,Highway,USTM
     10665,     10665,Highway,USTM
     10666,     10666,Highway,USTM
     10667,     10667,Highway,USTM
     10668,     10668,Highway,USTM
     10669,     10669,Highway,USTM
     10670,     10670,Highway,USTM
     10671,     10671,Highway,USTM
     10672,     10672,Highway,USTM
     10673,     10673,Highway,USTM
     10674,     10674,Highway,USTM
     10675,     10675,Highway,USTM
     10676,     10676,Highway,USTM
     10677,     10677,Highway,USTM
     10678,     10678,Highway,USTM
     10679,     10679,Highway,USTM
     10680,     10680,Highway,USTM
     10681,     10681,Highway,USTM
     10682,     10682,Highway,USTM
     10683,     10683,Highway,USTM
     10684,     10684,Highway,USTM
     10685,     10685,Highway,USTM
     10686,     10686,Highway,USTM
     10687,     10687,Highway,USTM
     10688,     10688,Highway,USTM
     10689,     10689,Highway,USTM
     10690,     10690,Highway,USTM
     10691,     10691,Highway,USTM
     10692,     10692,Highway,USTM
     10693,     10693,Highway,USTM
     10694,     10694,Highway,USTM
     10695,     10695,Highway,USTM
     10696,     10696,Highway,USTM
     10697,     10697,Highway,USTM
     10698,     10698,Highway,USTM
     10699,     10699,Highway,USTM
     10700,     10700,Highway,USTM
     10701,     10701,Highway,USTM
     10702,     10702,Highway,USTM
     10703,     10703,Highway,USTM
     10704,     10704,Highway,USTM
     10705,     10705,Highway,USTM
     10706,     10706,Highway,USTM
     10707,     10707,Highway,USTM
     10708,     10708,Highway,USTM
     10709,     10709,Highway,USTM
     10710,     10710,Highway,USTM
     10711,     10711,Highway,USTM
     10712,     10712,Highway,USTM
     10713,     10713,Highway,USTM
     10714,     10714,Highway,USTM
     10715,     10715,Highway,USTM
     10716,     10716,Highway,USTM
     10717,     10717,Highway,USTM
     10718,     10718,Highway,USTM
     10719,     10719,Highway,USTM
     10720,     10720,Highway,USTM
     10721,     10721,Highway,USTM
     10722,     10722,Highway,USTM
     10723,     10723,Highway,USTM
     10724,     10724,Highway,USTM
     10725,     10725,Highway,USTM
     10726,     10726,Highway,USTM
     10727,     10727,Highway,USTM
     10728,     10728,Highway,USTM
     10729,     10729,Highway,USTM
     10730,     10730,Highway,USTM
     10731,     10731,Highway,USTM
     10732,     10732,Highway,USTM
     10733,     10733,Highway,USTM
     10734,     10734,Highway,USTM
     10735,     10735,Highway,USTM
     10736,     10736,Highway,USTM
     10737,     10737,Highway,USTM
     10738,     10738,Highway,USTM
     10739,     10739,Highway,USTM
     10740,     10740,Highway,USTM
     10741,     10741,Highway,USTM
     10742,     10742,Highway,USTM
     10743,     10743,Highway,USTM
     10744,     10744,Highway,USTM
     10745,     10745,Highway,USTM
     10746,     10746,Highway,USTM
     10747,     10747,Highway,USTM
     10748,     10748,Highway,USTM
     10749,     10749,Highway,USTM
     10750,     10750,Highway,USTM
     10751,     10751,Highway,USTM
     10752,     10752,Highway,USTM
     10753,     10753,Highway,USTM
     10754,     10754,Highway,USTM
     10755,     10755,Highway,USTM
     10756,     10756,Highway,USTM
     10757,     10757,Highway,USTM
     10758,     10758,Highway,USTM
     10759,     10759,Highway,USTM
     10760,     10760,Highway,USTM
     10761,     10761,Highway,USTM
     10762,     10762,Highway,USTM
     10763,     10763,Highway,USTM
     10764,     10764,Highway,USTM
     10765,     10765,Highway,USTM
     10766,     10766,Highway,USTM
     10767,     10767,Highway,USTM
     10768,     10768,Highway,USTM
     10769,     10769,Highway,USTM
     10770,     10770,Highway,USTM
     10771,     10771,Highway,USTM
     10772,     10772,Highway,USTM
     10773,     10773,Highway,USTM
     10774,     10774,Highway,USTM
     10775,     10775,Highway,USTM
     10776,     10776,Highway,USTM
     10777,     10777,Highway,USTM
     10778,     10778,Highway,USTM
     10779,     10779,Highway,USTM
     10780,     10780,Highway,USTM
     10781,     10781,Highway,USTM
     10782,     10782,Highway,USTM
     10783,     10783,Highway,USTM
     10784,     10784,Highway,USTM
     10785,     10785,Highway,USTM
     10786,     10786,Highway,USTM
     10787,     10787,Highway,USTM
     10788,     10788,Highway,USTM
     10789,     10789,Highway,USTM
     10790,     10790,Highway,USTM
     10791,     10791,Highway,USTM
     10792,     10792,Highway,USTM
     10793,     10793,Highway,USTM
     10794,     10794,Highway,USTM
     10795,     10795,Highway,USTM
     10796,     10796,Highway,USTM
     10797,     10797,Highway,USTM
     10798,     10798,Highway,USTM
     10799,     10799,Highway,USTM
     10800,     10800,Highway,USTM
     10801,     10801,Highway,USTM
     10802,     10802,Highway,USTM
     10803,     10803,Highway,USTM
     10804,     10804,Highway,USTM
     10805,     10805,Highway,USTM
     10806,     10806,Highway,USTM
     10807,     10807,Highway,USTM
     10808,     10808,Highway,USTM
     10809,     10809,Highway,USTM
     10810,     10810,Highway,USTM
     10811,     10811,Highway,USTM
     10812,     10812,Highway,USTM
     10813,     10813,Highway,USTM
     10814,     10814,Highway,USTM
     10815,     10815,Highway,USTM
     10816,     10816,Highway,USTM
     10817,     10817,Highway,USTM
     10818,     10818,Highway,USTM
     10819,     10819,Highway,USTM
     10820,     10820,Highway,USTM
     10821,     10821,Highway,USTM
     10822,     10822,Highway,USTM
     10823,     10823,Highway,USTM
     10824,     10824,Highway,USTM
     10825,     10825,Highway,USTM
     10826,     10826,Highway,USTM
     10827,     10827,Highway,USTM
     10828,     10828,Highway,USTM
     10829,     10829,Highway,USTM
     10830,     10830,Highway,USTM
     10831,     10831,Highway,USTM
     10832,     10832,Highway,USTM
     10833,     10833,Highway,USTM
     10834,     10834,Highway,USTM
     10835,     10835,Highway,USTM
     10836,     10836,Highway,USTM
     10837,     10837,Highway,USTM
     10838,     10838,Highway,USTM
     10839,     10839,Highway,USTM
     10840,     10840,Highway,USTM
     10841,     10841,Highway,USTM
     10842,     10842,Highway,USTM
     10843,     10843,Highway,USTM
     10844,     10844,Highway,USTM
     10845,     10845,Highway,USTM
     10846,     10846,Highway,USTM
     10847,     10847,Highway,USTM
     10848,     10848,Highway,USTM
     10849,     10849,Highway,USTM
     10850,     10850,Highway,USTM
     10851,     10851,Highway,USTM
     10852,     10852,Highway,USTM
     10853,     10853,Highway,USTM
     10854,     10854,Highway,USTM
     10855,     10855,Highway,USTM
     10856,     10856,Highway,USTM
     10857,     10857,Highway,USTM
     10858,     10858,Highway,USTM
     10859,     10859,Highway,USTM
     10860,     10860,Highway,USTM
     10861,     10861,Highway,USTM
     10862,     10862,Highway,USTM
     10863,     10863,Highway,USTM
     10864,     10864,Highway,USTM
     10865,     10865,Highway,USTM
     10866,     10866,Highway,USTM
     10867,     10867,Highway,USTM
     10868,     10868,Highway,USTM
     10869,     10869,Highway,USTM
     10870,     10870,Highway,USTM
     10871,     10871,Highway,USTM
     10872,     10872,Highway,USTM
     10873,     10873,Highway,USTM
     10874,     10874,Highway,USTM
     10875,     10875,Highway,USTM
     10876,     10876,Highway,USTM
     10877,     10877,Highway,USTM
     10878,     10878,Highway,USTM
     10879,     10879,Highway,USTM
     10880,     10880,Highway,USTM
     10881,     10881,Highway,USTM
     10882,     10882,Highway,USTM
     10883,     10883,Highway,USTM
     10884,     10884,Highway,USTM
     10885,     10885,Highway,USTM
     10886,     10886,Highway,USTM
     10887,     10887,Highway,USTM
     10888,     10888,Highway,USTM
     10889,     10889,Highway,USTM
     10890,     10890,Highway,USTM
     10891,     10891,Highway,USTM
     10892,     10892,Highway,USTM
     10893,     10893,Highway,USTM
     10894,     10894,Highway,USTM
     10895,     10895,Highway,USTM
     10896,     10896,Highway,USTM
     10897,     10897,Highway,USTM
     10898,     10898,Highway,USTM
     10899,     10899,Highway,USTM
     10900,     10900,Highway,USTM
     10901,     10901,Highway,USTM
     10902,     10902,Highway,USTM
     10903,     10903,Highway,USTM
     10904,     10904,Highway,USTM
     10905,     10905,Highway,USTM
     10906,     10906,Highway,USTM
     10907,     10907,Highway,USTM
     10908,     10908,Highway,USTM
     10909,     10909,Highway,USTM
     10910,     10910,Highway,USTM
     10911,     10911,Highway,USTM
     10912,     10912,Highway,USTM
     10913,     10913,Highway,USTM
     10914,     10914,Highway,USTM
     10915,     10915,Highway,USTM
     10916,     10916,Highway,USTM
     10917,     10917,Highway,USTM
     10918,     10918,Highway,USTM
     10919,     10919,Highway,USTM
     10920,     10920,Highway,USTM
     10921,     10921,Highway,USTM
     10922,     10922,Highway,USTM
     10923,     10923,Highway,USTM
     10924,     10924,Highway,USTM
     10925,     10925,Highway,USTM
     10926,     10926,Highway,USTM
     10927,     10927,Highway,USTM
     10928,     10928,Highway,USTM
     10929,     10929,Highway,USTM
     10930,     10930,Highway,USTM
     10931,     10931,Highway,USTM
     10932,     10932,Highway,USTM
     10933,     10933,Highway,USTM
     10934,     10934,Highway,USTM
     10935,     10935,Highway,USTM
     10936,     10936,Highway,USTM
     10937,     10937,Highway,USTM
     10938,     10938,Highway,USTM
     10939,     10939,Highway,USTM
     10940,     10940,Highway,USTM
     10941,     10941,Highway,USTM
     10942,     10942,Highway,USTM
     10943,     10943,Highway,USTM
     10944,     10944,Highway,USTM
     10945,     10945,Highway,USTM
     10946,     10946,Highway,USTM
     10947,     10947,Highway,USTM
     10948,     10948,Highway,USTM
     10949,     10949,Highway,USTM
     10950,     10950,Highway,USTM
     10951,     10951,Highway,USTM
     10952,     10952,Highway,USTM
     10953,     10953,Highway,USTM
     10954,     10954,Highway,USTM
     10955,     10955,Highway,USTM
     10956,     10956,Highway,USTM
     10957,     10957,Highway,USTM
     10958,     10958,Highway,USTM
     10959,     10959,Highway,USTM
     10960,     10960,Highway,USTM
     10961,     10961,Highway,USTM
     10962,     10962,Highway,USTM
     10963,     10963,Highway,USTM
     10964,     10964,Highway,USTM
     10965,     10965,Highway,USTM
     10966,     10966,Highway,USTM
     10967,     10967,Highway,USTM
     10968,     10968,Highway,USTM
     10969,     10969,Highway,USTM
     10970,     10970,Highway,USTM
     10971,     10971,Highway,USTM
     10972,     10972,Highway,USTM
     10973,     10973,Highway,USTM
     10974,     10974,Highway,USTM
     10975,     10975,Highway,USTM
     10976,     10976,Highway,USTM
     10977,     10977,Highway,USTM
     10978,     10978,Highway,USTM
     10979,     10979,Highway,USTM
     10980,     10980,Highway,USTM
     10981,     10981,Highway,USTM
     10982,     10982,Highway,USTM
     10983,     10983,Highway,USTM
     10984,     10984,Highway,USTM
     10985,     10985,Highway,USTM
     10986,     10986,Highway,USTM
     10987,     10987,Highway,USTM
     10988,     10988,Highway,USTM
     10989,     10989,Highway,USTM
     10990,     10990,Highway,USTM
     10991,     10991,Highway,USTM
     10992,     10992,Highway,USTM
     10993,     10993,Highway,USTM
     10994,     10994,Highway,USTM
     10995,     10995,Highway,USTM
     10996,     10996,Highway,USTM
     10997,     10997,Highway,USTM
     10998,     10998,Highway,USTM
     10999,     10999,Highway,USTM
     11000,     11000,Highway,USTM
     11001,     11001,Highway,USTM
     11002,     11002,Highway,USTM
     11003,     11003,Highway,USTM
     11004,     11004,Highway,USTM
