;New_Node,PrevNode,Type,Source
     16640,     30666,Highway,USTM
     16641,     30667,Highway,USTM
     16642,     30668,Highway,USTM
     16643,     30669,Highway,USTM
     16644,     30670,Highway,USTM
     16645,     30671,Highway,USTM
     16646,     30672,Highway,USTM
     16647,     30673,Highway,USTM
     16648,     30674,Highway,USTM
     16649,     30675,Highway,USTM
     16650,     30676,Highway,USTM
     16651,     30677,Highway,USTM
     16652,     30678,Highway,USTM
     16653,     30679,Highway,USTM
     16654,     30680,Highway,USTM
     16655,     30681,Highway,USTM
     16656,     30682,Highway,USTM
     16657,     30683,Highway,USTM
     16658,     30684,Highway,USTM
     16659,     30685,Highway,USTM
     16660,     30686,Highway,USTM
     16661,     30687,Highway,USTM
     16662,     30688,Highway,USTM
     16663,     30689,Highway,USTM
     16664,     30690,Highway,USTM
     16665,     30691,Highway,USTM
     16666,     30692,Highway,USTM
     16667,     30693,Highway,USTM
     16668,     30694,Highway,USTM
     16669,     30695,Highway,USTM
     16670,     30696,Highway,USTM
     16671,     30697,Highway,USTM
     16672,     30698,Highway,USTM
     16673,     30699,Highway,USTM
     16674,     30700,Highway,USTM
     16675,     30701,Highway,USTM
     16676,     30702,Highway,USTM
     16677,     30703,Highway,USTM
     16678,     30704,Highway,USTM
     16679,     30705,Highway,USTM
     16680,     30706,Highway,USTM
     16681,     30707,Highway,USTM
     16682,     30708,Highway,USTM
     16683,     30709,Highway,USTM
     16684,     30710,Highway,USTM
     16685,     30711,Highway,USTM
     16686,     30712,Highway,USTM
     16687,     30713,Highway,USTM
     16688,     30714,Highway,USTM
     16689,     30715,Highway,USTM
     16690,     30716,Highway,USTM
     16691,     30717,Highway,USTM
     16692,     30718,Highway,USTM
     16693,     30719,Highway,USTM
     16694,     30720,Highway,USTM
     16695,     30721,Highway,USTM
     16696,     30722,Highway,USTM
     16697,     30723,Highway,USTM
     16698,     30724,Highway,USTM
     16699,     30725,Highway,USTM
     16700,     30726,Highway,USTM
     16701,     30727,Highway,USTM
     16702,     30728,Highway,USTM
     16703,     30729,Highway,USTM
     16704,     30730,Highway,USTM
     16705,     30731,Highway,USTM
     16706,     30732,Highway,USTM
     16707,     30733,Highway,USTM
     16708,     30734,Highway,USTM
     16709,     30735,Highway,USTM
     16710,     30736,Highway,USTM
     16711,     30737,Highway,USTM
     16712,     30738,Highway,USTM
     16713,     30739,Highway,USTM
     16714,     30740,Highway,USTM
     16715,     30741,Highway,USTM
     16716,     30742,Highway,USTM
     16717,     30743,Highway,USTM
     16718,     30744,Highway,USTM
     16719,     30745,Highway,USTM
     16720,     30746,Highway,USTM
     16721,     30747,Highway,USTM
     16722,     30748,Highway,USTM
     16723,     30749,Highway,USTM
     16724,     30750,Highway,USTM
     16725,     30751,Highway,USTM
     16726,     30752,Highway,USTM
     16727,     30753,Highway,USTM
     16728,     30754,Highway,USTM
     16729,     30755,Highway,USTM
     16730,     30756,Highway,USTM
     16731,     30757,Highway,USTM
     16732,     30758,Highway,USTM
     16733,     30759,Highway,USTM
     16734,     30760,Highway,USTM
     16735,     30761,Highway,USTM
     16736,     30762,Highway,USTM
     16737,     30763,Highway,USTM
     16738,     30764,Highway,USTM
     16739,     30765,Highway,USTM
     16740,     30766,Highway,USTM
     16741,     30767,Highway,USTM
     16742,     30768,Highway,USTM
     16743,     30769,Highway,USTM
     16744,     30770,Highway,USTM
     16745,     30771,Highway,USTM
     16746,     30772,Highway,USTM
     16747,     30773,Highway,USTM
     16748,     30774,Highway,USTM
     16749,     30775,Highway,USTM
     16750,     30776,Highway,USTM
     16751,     30777,Highway,USTM
     16752,     30778,Highway,USTM
     16753,     30779,Highway,USTM
     16754,     30780,Highway,USTM
     16755,     30781,Highway,USTM
     16756,     30782,Highway,USTM
     16757,     30783,Highway,USTM
     16758,     30784,Highway,USTM
     16759,     30785,Highway,USTM
     16760,     30786,Highway,USTM
     16761,     30787,Highway,USTM
     16762,     30788,Highway,USTM
     16763,     30789,Highway,USTM
     16764,     30790,Highway,USTM
     16765,     30791,Highway,USTM
     16766,     30792,Highway,USTM
     16767,     30793,Highway,USTM
     16768,     30794,Highway,USTM
     16769,     30795,Highway,USTM
     16770,     30796,Highway,USTM
     16771,     30797,Highway,USTM
     16772,     30798,Highway,USTM
     16773,     30799,Highway,USTM
     16774,     30800,Highway,USTM
     16775,     30801,Highway,USTM
     16776,     30802,Highway,USTM
     16777,     30803,Highway,USTM
     16778,     30804,Highway,USTM
     16779,     30805,Highway,USTM
     16780,     30806,Highway,USTM
     16781,     30807,Highway,USTM
     16782,     30808,Highway,USTM
     16783,     30809,Highway,USTM
     16784,     30810,Highway,USTM
     16785,     30811,Highway,USTM
     16786,     30812,Highway,USTM
     16787,     30813,Highway,USTM
     16788,     30814,Highway,USTM
     16789,     30815,Highway,USTM
     16790,     30816,Highway,USTM
     16791,     30817,Highway,USTM
     16792,     30818,Highway,USTM
     16793,     30819,Highway,USTM
     16794,     30820,Highway,USTM
     16795,     30821,Highway,USTM
     16796,     30822,Highway,USTM
     16797,     30823,Highway,USTM
     16798,     30824,Highway,USTM
     16799,     30825,Highway,USTM
     16800,     30826,Highway,USTM
     16801,     30827,Highway,USTM
     16802,     30828,Highway,USTM
     16803,     30829,Highway,USTM
     16804,     30830,Highway,USTM
     16805,     30831,Highway,USTM
     16806,     30832,Highway,USTM
     16807,     30833,Highway,USTM
     16808,     30834,Highway,USTM
     16809,     30835,Highway,USTM
     16810,     30836,Highway,USTM
     16811,     30837,Highway,USTM
     16812,     30838,Highway,USTM
     16813,     30839,Highway,USTM
     16814,     30840,Highway,USTM
     16815,     30841,Highway,USTM
     16816,     30842,Highway,USTM
     16817,     30843,Highway,USTM
     16818,     30844,Highway,USTM
     16819,     30845,Highway,USTM
     16820,     30846,Highway,USTM
     16821,     30847,Highway,USTM
     16822,     30848,Highway,USTM
     16823,     30849,Highway,USTM
     16824,     30850,Highway,USTM
     16825,     30851,Highway,USTM
     16826,     30852,Highway,USTM
     16827,     30853,Highway,USTM
     16828,     30854,Highway,USTM
     16829,     30855,Highway,USTM
     16830,     30856,Highway,USTM
     16831,     30857,Highway,USTM
     16832,     30858,Highway,USTM
     16833,     30859,Highway,USTM
     16834,     30860,Highway,USTM
     16835,     30861,Highway,USTM
     16836,     30862,Highway,USTM
     16837,     30863,Highway,USTM
     16838,     30864,Highway,USTM
     16839,     30865,Highway,USTM
     16840,     30866,Highway,USTM
     16841,     30867,Highway,USTM
     16842,     30868,Highway,USTM
     16843,     30869,Highway,USTM
     16844,     30870,Highway,USTM
     16845,     30871,Highway,USTM
     16846,     30872,Highway,USTM
     16847,     30873,Highway,USTM
     16848,     30874,Highway,USTM
     16849,     30875,Highway,USTM
     16850,     30876,Highway,USTM
     16851,     30877,Highway,USTM
     16852,     30878,Highway,USTM
     16853,     30879,Highway,USTM
     16854,     30880,Highway,USTM
     16855,     30881,Highway,USTM
     16856,     30882,Highway,USTM
     16857,     30883,Highway,USTM
     16858,     30884,Highway,USTM
     16859,     30885,Highway,USTM
     16860,     30886,Highway,USTM
     16861,     30887,Highway,USTM
     16862,     30888,Highway,USTM
     16863,     30889,Highway,USTM
     16864,     30890,Highway,USTM
     16865,     30891,Highway,USTM
     16866,     30892,Highway,USTM
     16867,     30893,Highway,USTM
     16868,     30894,Highway,USTM
     16869,     30895,Highway,USTM
     16870,     30896,Highway,USTM
     16871,     30897,Highway,USTM
     16872,     30898,Highway,USTM
     16873,     30899,Highway,USTM
     16874,     30900,Highway,USTM
     16875,     30901,Highway,USTM
     16876,     30902,Highway,USTM
     16877,     30903,Highway,USTM
     16878,     30904,Highway,USTM
     16879,     30905,Highway,USTM
     16880,     30906,Highway,USTM
     16881,     30907,Highway,USTM
     16882,     30908,Highway,USTM
     16883,     30909,Highway,USTM
     16884,     30910,Highway,USTM
     16885,     30911,Highway,USTM
     16886,     30912,Highway,USTM
     16887,     30913,Highway,USTM
     16888,     30914,Highway,USTM
     16889,     30915,Highway,USTM
     16890,     30916,Highway,USTM
     16891,     30917,Highway,USTM
     16892,     30918,Highway,USTM
     16893,     30919,Highway,USTM
     16894,     30920,Highway,USTM
     16895,     30921,Highway,USTM
     16896,     30922,Highway,USTM
     16897,     30923,Highway,USTM
     16898,     30924,Highway,USTM
     16899,     30925,Highway,USTM
     16900,     30926,Highway,USTM
     16901,     30927,Highway,USTM
     16902,     30928,Highway,USTM
     16903,     30929,Highway,USTM
     16904,     30930,Highway,USTM
     16905,     30931,Highway,USTM
     16906,     30932,Highway,USTM
     16907,     30933,Highway,USTM
     16908,     30934,Highway,USTM
     16909,     30935,Highway,USTM
     16910,     30936,Highway,USTM
     16911,     30937,Highway,USTM
     16912,     30938,Highway,USTM
     16913,     30939,Highway,USTM
     16914,     30940,Highway,USTM
     16915,     30941,Highway,USTM
     16916,     30942,Highway,USTM
     16917,     30943,Highway,USTM
     16918,     30944,Highway,USTM
     16919,     30945,Highway,USTM
     16920,     30946,Highway,USTM
     16921,     30947,Highway,USTM
     16922,     30948,Highway,USTM
     16923,     30949,Highway,USTM
     16924,     30950,Highway,USTM
     16925,     30951,Highway,USTM
     16926,     30952,Highway,USTM
     16927,     30953,Highway,USTM
     16928,     30954,Highway,USTM
     16929,     30955,Highway,USTM
     16930,     30956,Highway,USTM
     16931,     30957,Highway,USTM
     16932,     30958,Highway,USTM
     16933,     30959,Highway,USTM
     16934,     30960,Highway,USTM
     16935,     30961,Highway,USTM
     16936,     30962,Highway,USTM
     16937,     30963,Highway,USTM
     16938,     30964,Highway,USTM
     16939,     30965,Highway,USTM
     16940,     30966,Highway,USTM
     16941,     30967,Highway,USTM
     16942,     30968,Highway,USTM
     16943,     30969,Highway,USTM
     16944,     30970,Highway,USTM
     16945,     30971,Highway,USTM
     16946,     30972,Highway,USTM
     16947,     30973,Highway,USTM
     16948,     30974,Highway,USTM
     16949,     30975,Highway,USTM
     16950,     30976,Highway,USTM
     16951,     30977,Highway,USTM
     16952,     30978,Highway,USTM
     16953,     30979,Highway,USTM
     16954,     30980,Highway,USTM
     16955,     30981,Highway,USTM
     16956,     30982,Highway,USTM
     16957,     30983,Highway,USTM
     16958,     30984,Highway,USTM
     16959,     30985,Highway,USTM
     16960,     30986,Highway,USTM
     16961,     30987,Highway,USTM
     16962,     30988,Highway,USTM
     16963,     30989,Highway,USTM
     16964,     30990,Highway,USTM
     16965,     30991,Highway,USTM
     16966,     30992,Highway,USTM
     16967,     30993,Highway,USTM
     16968,     30994,Highway,USTM
     16969,     30995,Highway,USTM
     16970,     30996,Highway,USTM
     16971,     30997,Highway,USTM
     16972,     30998,Highway,USTM
     16973,     30999,Highway,USTM
     16974,     31000,Highway,USTM
     16975,     31001,Highway,USTM
     16976,     31002,Highway,USTM
     16977,     31003,Highway,USTM
     16978,     31004,Highway,USTM
     16979,     31005,Highway,USTM
     16980,     31006,Highway,USTM
     16981,     31007,Highway,USTM
     16982,     31008,Highway,USTM
     16983,     31009,Highway,USTM
     16984,     31010,Highway,USTM
     16985,     31011,Highway,USTM
     16986,     31012,Highway,USTM
     16987,     31013,Highway,USTM
     16988,     31014,Highway,USTM
     16989,     31015,Highway,USTM
     16990,     31016,Highway,USTM
     16991,     31017,Highway,USTM
     16992,     31018,Highway,USTM
     16993,     31019,Highway,USTM
     16994,     31020,Highway,USTM
     16995,     31021,Highway,USTM
     16996,     31022,Highway,USTM
     16997,     31023,Highway,USTM
     16998,     31024,Highway,USTM
     16999,     31025,Highway,USTM
     17000,     31026,Highway,USTM
     17001,     31027,Highway,USTM
     17002,     31028,Highway,USTM
     17003,     31029,Highway,USTM
     17004,     31030,Highway,USTM
     17005,     31031,Highway,USTM
     17006,     31032,Highway,USTM
     17007,     31033,Highway,USTM
     17008,     31034,Highway,USTM
     17009,     31035,Highway,USTM
     17010,     31036,Highway,USTM
     17011,     31037,Highway,USTM
     17012,     31038,Highway,USTM
     17013,     31039,Highway,USTM
     17014,     31040,Highway,USTM
     17015,     31041,Highway,USTM
     17016,     31042,Highway,USTM
     17017,     31043,Highway,USTM
     17018,     31044,Highway,USTM
     17019,     31045,Highway,USTM
     17020,     31046,Highway,USTM
     17021,     31047,Highway,USTM
     17022,     31048,Highway,USTM
     17023,     31049,Highway,USTM
     17024,     31050,Highway,USTM
     17025,     31051,Highway,USTM
     17026,     31052,Highway,USTM
     17027,     31053,Highway,USTM
     17028,     31054,Highway,USTM
     17029,     31055,Highway,USTM
     17030,     31056,Highway,USTM
     17031,     31057,Highway,USTM
     17032,     31058,Highway,USTM
     17033,     31059,Highway,USTM
     17034,     31060,Highway,USTM
     17035,     31061,Highway,USTM
     17036,     31062,Highway,USTM
     17037,     31063,Highway,USTM
     17038,     31064,Highway,USTM
     17039,     31065,Highway,USTM
     17040,     31066,Highway,USTM
     17041,     31067,Highway,USTM
     17042,     31068,Highway,USTM
     17043,     31069,Highway,USTM
     17044,     31070,Highway,USTM
     17045,     31071,Highway,USTM
     17046,     31072,Highway,USTM
     17047,     31073,Highway,USTM
     17048,     31074,Highway,USTM
     17049,     31075,Highway,USTM
     17050,     31076,Highway,USTM
     17051,     31077,Highway,USTM
     17052,     31078,Highway,USTM
     17053,     31079,Highway,USTM
     17054,     31080,Highway,USTM
     17055,     31081,Highway,USTM
     17056,     31082,Highway,USTM
     17057,     31083,Highway,USTM
     17058,     31084,Highway,USTM
     17059,     31085,Highway,USTM
     17060,     31086,Highway,USTM
     17061,     31087,Highway,USTM
     17062,     31088,Highway,USTM
     17063,     31089,Highway,USTM
     17064,     31090,Highway,USTM
     17065,     31091,Highway,USTM
     17066,     31092,Highway,USTM
     17067,     31093,Highway,USTM
     17068,     31094,Highway,USTM
     17069,     31095,Highway,USTM
     17070,     31096,Highway,USTM
     17071,     31097,Highway,USTM
     17072,     31098,Highway,USTM
     17073,     31099,Highway,USTM
     17074,     31100,Highway,USTM
     17075,     31101,Highway,USTM
     17076,     31102,Highway,USTM
     17077,     31103,Highway,USTM
     17078,     31104,Highway,USTM
     17079,     31105,Highway,USTM
     17080,     31106,Highway,USTM
     17081,     31107,Highway,USTM
     17082,     31108,Highway,USTM
     17083,     31109,Highway,USTM
     17084,     31110,Highway,USTM
     17085,     31111,Highway,USTM
     17086,     31112,Highway,USTM
     17087,     31113,Highway,USTM
     17088,     31114,Highway,USTM
     17089,     31115,Highway,USTM
     17090,     31116,Highway,USTM
     17091,     31117,Highway,USTM
     17092,     31118,Highway,USTM
     17093,     31119,Highway,USTM
     17094,     31120,Highway,USTM
     17095,     31121,Highway,USTM
     17096,     31122,Highway,USTM
     17097,     31123,Highway,USTM
     17098,     31124,Highway,USTM
     17099,     31125,Highway,USTM
     17100,     31126,Highway,USTM
     17101,     31127,Highway,USTM
     17102,     31128,Highway,USTM
     17103,     31129,Highway,USTM
     17104,     31130,Highway,USTM
     17105,     31131,Highway,USTM
     17106,     31132,Highway,USTM
     17107,     31133,Highway,USTM
     17108,     31134,Highway,USTM
     17109,     31135,Highway,USTM
     17110,     31136,Highway,USTM
     17111,     31137,Highway,USTM
     17112,     31138,Highway,USTM
     17113,     31139,Highway,USTM
     17114,     31140,Highway,USTM
     17115,     31141,Highway,USTM
     17116,     31142,Highway,USTM
     17117,     31143,Highway,USTM
     17118,     31144,Highway,USTM
     17119,     31145,Highway,USTM
     17120,     31146,Highway,USTM
     17121,     31147,Highway,USTM
     17122,     31148,Highway,USTM
     17123,     31149,Highway,USTM
     17124,     31150,Highway,USTM
     17125,     31151,Highway,USTM
     17126,     31152,Highway,USTM
     17127,     31153,Highway,USTM
     17128,     31154,Highway,USTM
     17129,     31155,Highway,USTM
     17130,     31156,Highway,USTM
     17131,     31157,Highway,USTM
     17132,     31158,Highway,USTM
     17133,     31159,Highway,USTM
     17134,     31160,Highway,USTM
     17135,     31161,Highway,USTM
     17136,     31162,Highway,USTM
     17137,     31163,Highway,USTM
     17138,     31164,Highway,USTM
     17139,     31165,Highway,USTM
     17140,     31166,Highway,USTM
     17141,     31167,Highway,USTM
     17142,     31168,Highway,USTM
     17143,     31169,Highway,USTM
     17144,     31170,Highway,USTM
     17145,     31171,Highway,USTM
     17146,     31172,Highway,USTM
     17147,     31173,Highway,USTM
     17148,     31174,Highway,USTM
     17149,     31175,Highway,USTM
     17150,     31176,Highway,USTM
     17151,     31177,Highway,USTM
     17152,     31178,Highway,USTM
     17153,     31179,Highway,USTM
     17154,     31180,Highway,USTM
     17155,     31181,Highway,USTM
     17156,     31182,Highway,USTM
     17157,     31183,Highway,USTM
     17158,     31184,Highway,USTM
     17159,     31185,Highway,USTM
     17160,     31186,Highway,USTM
     17161,     31187,Highway,USTM
     17162,     31188,Highway,USTM
     17163,     31189,Highway,USTM
     17164,     31190,Highway,USTM
     17165,     31191,Highway,USTM
     17166,     31192,Highway,USTM
     17167,     31193,Highway,USTM
     17168,     31194,Highway,USTM
     17169,     31195,Highway,USTM
     17170,     31196,Highway,USTM
     17171,     31197,Highway,USTM
     17172,     31198,Highway,USTM
     17173,     31199,Highway,USTM
     17174,     31200,Highway,USTM
     17175,     31201,Highway,USTM
     17176,     31202,Highway,USTM
     17177,     31203,Highway,USTM
     17178,     31204,Highway,USTM
     17179,     31205,Highway,USTM
     17180,     31206,Highway,USTM
     17181,     31207,Highway,USTM
     17182,     31208,Highway,USTM
     17183,     31209,Highway,USTM
     17184,     31210,Highway,USTM
     17185,     31211,Highway,USTM
     17186,     31212,Highway,USTM
     17187,     31213,Highway,USTM
     17188,     31214,Highway,USTM
     17189,     31215,Highway,USTM
     17190,     31216,Highway,USTM
     17191,     31217,Highway,USTM
     17192,     31218,Highway,USTM
     17193,     31219,Highway,USTM
     17194,     31220,Highway,USTM
     17195,     31221,Highway,USTM
     17196,     31222,Highway,USTM
     17197,     31223,Highway,USTM
     17198,     31224,Highway,USTM
     17199,     31225,Highway,USTM
     17200,     31226,Highway,USTM
     17201,     31227,Highway,USTM
     17202,     31228,Highway,USTM
     17203,     31229,Highway,USTM
     17204,     31230,Highway,USTM
     17205,     31231,Highway,USTM
     17206,     31232,Highway,USTM
     17207,     31233,Highway,USTM
     17208,     31234,Highway,USTM
     17209,     31235,Highway,USTM
     17210,     31236,Highway,USTM
     17211,     31237,Highway,USTM
     17212,     31238,Highway,USTM
     17213,     31239,Highway,USTM
     17214,     31240,Highway,USTM
     17215,     31241,Highway,USTM
     17216,     31242,Highway,USTM
     17217,     31243,Highway,USTM
     17218,     31244,Highway,USTM
     17219,     31245,Highway,USTM
     17220,     31246,Highway,USTM
     17221,     31247,Highway,USTM
     17222,     31248,Highway,USTM
     17223,     31249,Highway,USTM
     17224,     31250,Highway,USTM
     17225,     31251,Highway,USTM
     17226,     31252,Highway,USTM
     17227,     31253,Highway,USTM
     17228,     31254,Highway,USTM
     17229,     31255,Highway,USTM
     17230,     31256,Highway,USTM
     17231,     31257,Highway,USTM
     17232,     31258,Highway,USTM
     17233,     31259,Highway,USTM
     17234,     31260,Highway,USTM
     17235,     31261,Highway,USTM
     17236,     31262,Highway,USTM
     17237,     31263,Highway,USTM
     17238,     31264,Highway,USTM
     17239,     31265,Highway,USTM
     17240,     31266,Highway,USTM
     17241,     31267,Highway,USTM
     17242,     31268,Highway,USTM
     17243,     31269,Highway,USTM
     17244,     31270,Highway,USTM
     17245,     31271,Highway,USTM
     17246,     31272,Highway,USTM
     17247,     31273,Highway,USTM
     17248,     31274,Highway,USTM
     17249,     31275,Highway,USTM
     17250,     31276,Highway,USTM
     17251,     31277,Highway,USTM
     17252,     31278,Highway,USTM
     17253,     31279,Highway,USTM
     17254,     31280,Highway,USTM
     17255,     31281,Highway,USTM
     17256,     31282,Highway,USTM
     17257,     31283,Highway,USTM
     17258,     31284,Highway,USTM
     17259,     31285,Highway,USTM
     17260,     31286,Highway,USTM
     17261,     31287,Highway,USTM
     17262,     31288,Highway,USTM
     17263,     31289,Highway,USTM
     17264,     31290,Highway,USTM
     17265,     31291,Highway,USTM
     17266,     31292,Highway,USTM
     17267,     31293,Highway,USTM
     17268,     31294,Highway,USTM
     17269,     31295,Highway,USTM
     17270,     31296,Highway,USTM
     17271,     31297,Highway,USTM
     17272,     31298,Highway,USTM
     17273,     31299,Highway,USTM
     17274,     31300,Highway,USTM
     17275,     31301,Highway,USTM
     17276,     31302,Highway,USTM
     17277,     31303,Highway,USTM
     17278,     31304,Highway,USTM
     17279,     31305,Highway,USTM
     17280,     31306,Highway,USTM
     17281,     31307,Highway,USTM
     17282,     31308,Highway,USTM
     17283,     31309,Highway,USTM
     17284,     31310,Highway,USTM
     17285,     31311,Highway,USTM
     17286,     31312,Highway,USTM
     17287,     31313,Highway,USTM
     17288,     31314,Highway,USTM
     17289,     31315,Highway,USTM
     17290,     31316,Highway,USTM
     17291,     31317,Highway,USTM
     17292,     31318,Highway,USTM
     17293,     31319,Highway,USTM
     17294,     31320,Highway,USTM
     17295,     31321,Highway,USTM
     17296,     31322,Highway,USTM
     17297,     31323,Highway,USTM
     17298,     31324,Highway,USTM
     17299,     31325,Highway,USTM
     17300,     31326,Highway,USTM
     17301,     31327,Highway,USTM
     17302,     31328,Highway,USTM
     17303,     31329,Highway,USTM
     17304,     31330,Highway,USTM
     17305,     31331,Highway,USTM
     17306,     31332,Highway,USTM
     17307,     31333,Highway,USTM
     17308,     31334,Highway,USTM
     17309,     31335,Highway,USTM
     17310,     31336,Highway,USTM
     17311,     31337,Highway,USTM
     17312,     31338,Highway,USTM
     17313,     31339,Highway,USTM
     17314,     31340,Highway,USTM
     17315,     31341,Highway,USTM
     17316,     31342,Highway,USTM
     17317,     31343,Highway,USTM
     17318,     31344,Highway,USTM
     17319,     31345,Highway,USTM
     17320,     31346,Highway,USTM
     17321,     31347,Highway,USTM
     17322,     31348,Highway,USTM
     17323,     31349,Highway,USTM
     17324,     31350,Highway,USTM
     17325,     31351,Highway,USTM
     17326,     31352,Highway,USTM
     17327,     31353,Highway,USTM
     17328,     31354,Highway,USTM
     17329,     31355,Highway,USTM
     17330,     31356,Highway,USTM
     17331,     31357,Highway,USTM
     17332,     31358,Highway,USTM
     17333,     31359,Highway,USTM
     17334,     31360,Highway,USTM
     17335,     31361,Highway,USTM
     17336,     31362,Highway,USTM
     17337,     31363,Highway,USTM
     17338,     31364,Highway,USTM
     17339,     31365,Highway,USTM
     17340,     31366,Highway,USTM
     17341,     31367,Highway,USTM
     17342,     31368,Highway,USTM
     17343,     31369,Highway,USTM
     17344,     31370,Highway,USTM
     17345,     31371,Highway,USTM
     17346,     31372,Highway,USTM
     17347,     31373,Highway,USTM
     17348,     31374,Highway,USTM
     17349,     31375,Highway,USTM
     17350,     31376,Highway,USTM
     17351,     31377,Highway,USTM
     17352,     31378,Highway,USTM
     17353,     31379,Highway,USTM
     17354,     31380,Highway,USTM
     17355,     31381,Highway,USTM
     17356,     31382,Highway,USTM
     17357,     31383,Highway,USTM
     17358,     31384,Highway,USTM
     17359,     31385,Highway,USTM
     17360,     31386,Highway,USTM
     17361,     31387,Highway,USTM
     17362,     31388,Highway,USTM
     17363,     31389,Highway,USTM
     17364,     31390,Highway,USTM
     17365,     31391,Highway,USTM
     17366,     31392,Highway,USTM
     17367,     31393,Highway,USTM
     17368,     31394,Highway,USTM
     17369,     31395,Highway,USTM
     17370,     31396,Highway,USTM
     17371,     31397,Highway,USTM
     17372,     31398,Highway,USTM
     17373,     31399,Highway,USTM
     17374,     31400,Highway,USTM
     17375,     31401,Highway,USTM
     17376,     31402,Highway,USTM
     17377,     31403,Highway,USTM
     17378,     31404,Highway,USTM
     17379,     31405,Highway,USTM
     17380,     31406,Highway,USTM
     17381,     31407,Highway,USTM
     17382,     31408,Highway,USTM
     17383,     31409,Highway,USTM
     17384,     31410,Highway,USTM
     17385,     31411,Highway,USTM
     17386,     31412,Highway,USTM
     17387,     31413,Highway,USTM
     17388,     31414,Highway,USTM
     17389,     31415,Highway,USTM
     17390,     31416,Highway,USTM
     17391,     31417,Highway,USTM
     17392,     31418,Highway,USTM
     17393,     31419,Highway,USTM
     17394,     31420,Highway,USTM
     17395,     31421,Highway,USTM
     17396,     31422,Highway,USTM
     17397,     31423,Highway,USTM
     17398,     31424,Highway,USTM
     17399,     31425,Highway,USTM
     17400,     31426,Highway,USTM
     17401,     31427,Highway,USTM
     17402,     31428,Highway,USTM
     17403,     31429,Highway,USTM
     17404,     31430,Highway,USTM
     17405,     31431,Highway,USTM
     17406,     31432,Highway,USTM
     17407,     31433,Highway,USTM
     17408,     31434,Highway,USTM
     17409,     31435,Highway,USTM
     17410,     31436,Highway,USTM
     17411,     31437,Highway,USTM
     17412,     31438,Highway,USTM
     17413,     31439,Highway,USTM
     17414,     31440,Highway,USTM
     17415,     31441,Highway,USTM
     17416,     31442,Highway,USTM
     17417,     31443,Highway,USTM
     17418,     31444,Highway,USTM
     17419,     31445,Highway,USTM
     17420,     31446,Highway,USTM
     17421,     31447,Highway,USTM
     17422,     31448,Highway,USTM
     17423,     31449,Highway,USTM
     17424,     31450,Highway,USTM
     17425,     31451,Highway,USTM
     17426,     31452,Highway,USTM
     17427,     31453,Highway,USTM
     17428,     31454,Highway,USTM
     17429,     31455,Highway,USTM
     17430,     31456,Highway,USTM
     17431,     31457,Highway,USTM
     17432,     31458,Highway,USTM
     17433,     31459,Highway,USTM
     17434,     31460,Highway,USTM
     17435,     31461,Highway,USTM
     17436,     31462,Highway,USTM
     17437,     31463,Highway,USTM
     17438,     31464,Highway,USTM
     17439,     31465,Highway,USTM
     17440,     31466,Highway,USTM
     17441,     31467,Highway,USTM
     17442,     31468,Highway,USTM
     17443,     31469,Highway,USTM
     17444,     31470,Highway,USTM
     17445,     31471,Highway,USTM
     17446,     31472,Highway,USTM
     17447,     31473,Highway,USTM
     17448,     31474,Highway,USTM
     17449,     31475,Highway,USTM
     17450,     31476,Highway,USTM
     17451,     31477,Highway,USTM
     17452,     31478,Highway,USTM
     17453,     31479,Highway,USTM
     17454,     31480,Highway,USTM
     17455,     31481,Highway,USTM
     17456,     31482,Highway,USTM
     17457,     31483,Highway,USTM
     17458,     31484,Highway,USTM
     17459,     31485,Highway,USTM
     17460,     31486,Highway,USTM
     17461,     31487,Highway,USTM
     17462,     31488,Highway,USTM
     17463,     31489,Highway,USTM
     17464,     31490,Highway,USTM
     17465,     31491,Highway,USTM
     17466,     31492,Highway,USTM
     17467,     31493,Highway,USTM
     17468,     31494,Highway,USTM
     17469,     31495,Highway,USTM
     17470,     31496,Highway,USTM
     17471,     31497,Highway,USTM
     17472,     31498,Highway,USTM
     17473,     31499,Highway,USTM
     17474,     31500,Highway,USTM
     17475,     31501,Highway,USTM
     17476,     31502,Highway,USTM
     17477,     31503,Highway,USTM
     17478,     31504,Highway,USTM
     17479,     31505,Highway,USTM
     17480,     31506,Highway,USTM
     17481,     31507,Highway,USTM
     17482,     31508,Highway,USTM
     17483,     31509,Highway,USTM
     17484,     31510,Highway,USTM
     17485,     31511,Highway,USTM
     17486,     31512,Highway,USTM
     17487,     31513,Highway,USTM
     17488,     31514,Highway,USTM
     17489,     31515,Highway,USTM
     17490,     31516,Highway,USTM
     17491,     31517,Highway,USTM
     17492,     31518,Highway,USTM
     17493,     31519,Highway,USTM
     17494,     31520,Highway,USTM
     17495,     31521,Highway,USTM
     17496,     31522,Highway,USTM
     17497,     31523,Highway,USTM
     17498,     31524,Highway,USTM
     17499,     31525,Highway,USTM
     17500,     31526,Highway,USTM
     17501,     31527,Highway,USTM
     17502,     31528,Highway,USTM
     17503,     31529,Highway,USTM
     17504,     31530,Highway,USTM
     17505,     31531,Highway,USTM
     17506,     31532,Highway,USTM
     17507,     31533,Highway,USTM
     17508,     31534,Highway,USTM
     17509,     31535,Highway,USTM
     17510,     31536,Highway,USTM
     17511,     31537,Highway,USTM
     17512,     31538,Highway,USTM
