ODPair,I,J,NumExt
8964_2263,   8964.00,   2263.00,      3.00
8964_2264,   8964.00,   2264.00,      3.00
8964_2265,   8964.00,   2265.00,      3.00
8964_2266,   8964.00,   2266.00,      3.00
8964_2267,   8964.00,   2267.00,      3.00
8964_2268,   8964.00,   2268.00,      3.00
8964_2269,   8964.00,   2269.00,      3.00
8964_2270,   8964.00,   2270.00,      3.00
8964_2271,   8964.00,   2271.00,      3.00
8964_2272,   8964.00,   2272.00,      3.00
8964_2273,   8964.00,   2273.00,      3.00
8964_2274,   8964.00,   2274.00,      3.00
8964_2275,   8964.00,   2275.00,      3.00
8964_2337,   8964.00,   2337.00,      3.00
8964_2349,   8964.00,   2349.00,      3.00
8964_2351,   8964.00,   2351.00,      3.00
8964_2352,   8964.00,   2352.00,      3.00
8964_2354,   8964.00,   2354.00,      3.00
8964_2355,   8964.00,   2355.00,      3.00
8964_2356,   8964.00,   2356.00,      3.00
8964_2358,   8964.00,   2358.00,      3.00
8964_2359,   8964.00,   2359.00,      3.00
8964_2360,   8964.00,   2360.00,      3.00
8964_2361,   8964.00,   2361.00,      3.00
8964_2362,   8964.00,   2362.00,      3.00
8964_2363,   8964.00,   2363.00,      3.00
8964_2364,   8964.00,   2364.00,      3.00
8964_2365,   8964.00,   2365.00,      3.00
8964_2366,   8964.00,   2366.00,      3.00
8964_2367,   8964.00,   2367.00,      3.00
8964_2368,   8964.00,   2368.00,      3.00
8964_2369,   8964.00,   2369.00,      3.00
8964_2370,   8964.00,   2370.00,      3.00
8964_2371,   8964.00,   2371.00,      3.00
8964_2372,   8964.00,   2372.00,      3.00
8964_2373,   8964.00,   2373.00,      3.00
8964_2374,   8964.00,   2374.00,      3.00
8964_2375,   8964.00,   2375.00,      3.00
8964_2376,   8964.00,   2376.00,      3.00
8964_2377,   8964.00,   2377.00,      3.00
8964_2378,   8964.00,   2378.00,      3.00
8964_2379,   8964.00,   2379.00,      3.00
8964_2380,   8964.00,   2380.00,      3.00
8964_2381,   8964.00,   2381.00,      3.00
8964_2382,   8964.00,   2382.00,      3.00
8964_2383,   8964.00,   2383.00,      3.00
8964_2384,   8964.00,   2384.00,      3.00
8964_2385,   8964.00,   2385.00,      3.00
8964_2386,   8964.00,   2386.00,      3.00
8964_2387,   8964.00,   2387.00,      3.00
8964_2388,   8964.00,   2388.00,      3.00
8964_2389,   8964.00,   2389.00,      3.00
8964_2390,   8964.00,   2390.00,      3.00
8964_2391,   8964.00,   2391.00,      3.00
8964_2392,   8964.00,   2392.00,      3.00
8964_2393,   8964.00,   2393.00,      3.00
8964_2394,   8964.00,   2394.00,      3.00
8964_2395,   8964.00,   2395.00,      3.00
8964_2396,   8964.00,   2396.00,      3.00
8964_2397,   8964.00,   2397.00,      3.00
8964_2398,   8964.00,   2398.00,      3.00
8964_2399,   8964.00,   2399.00,      3.00
8964_2400,   8964.00,   2400.00,      3.00
8964_2401,   8964.00,   2401.00,      3.00
8964_2402,   8964.00,   2402.00,      3.00
8964_2403,   8964.00,   2403.00,      3.00
8964_2404,   8964.00,   2404.00,      3.00
8964_2405,   8964.00,   2405.00,      3.00
8964_2406,   8964.00,   2406.00,      3.00
8964_2407,   8964.00,   2407.00,      3.00
8964_2408,   8964.00,   2408.00,      3.00
8964_2409,   8964.00,   2409.00,      3.00
8964_2410,   8964.00,   2410.00,      3.00
8964_2411,   8964.00,   2411.00,      3.00
8964_2412,   8964.00,   2412.00,      3.00
8964_2413,   8964.00,   2413.00,      3.00
8964_2414,   8964.00,   2414.00,      3.00
8964_2415,   8964.00,   2415.00,      3.00
8964_2416,   8964.00,   2416.00,      3.00
8964_2417,   8964.00,   2417.00,      3.00
8964_2418,   8964.00,   2418.00,      3.00
8964_2419,   8964.00,   2419.00,      3.00
8964_2420,   8964.00,   2420.00,      3.00
8964_2421,   8964.00,   2421.00,      3.00
8964_2422,   8964.00,   2422.00,      3.00
8964_2423,   8964.00,   2423.00,      3.00
8964_2424,   8964.00,   2424.00,      3.00
8964_2425,   8964.00,   2425.00,      3.00
8964_2426,   8964.00,   2426.00,      3.00
8964_2427,   8964.00,   2427.00,      3.00
8964_2428,   8964.00,   2428.00,      3.00
8964_2429,   8964.00,   2429.00,      3.00
8964_2430,   8964.00,   2430.00,      3.00
8964_2431,   8964.00,   2431.00,      3.00
8964_2432,   8964.00,   2432.00,      3.00
8964_2433,   8964.00,   2433.00,      3.00
8964_2434,   8964.00,   2434.00,      3.00
8964_2435,   8964.00,   2435.00,      3.00
8964_2436,   8964.00,   2436.00,      3.00
8964_2437,   8964.00,   2437.00,      3.00
8964_2438,   8964.00,   2438.00,      3.00
8964_2439,   8964.00,   2439.00,      3.00
8964_2440,   8964.00,   2440.00,      3.00
8964_2441,   8964.00,   2441.00,      3.00
8964_2442,   8964.00,   2442.00,      3.00
8964_2443,   8964.00,   2443.00,      3.00
8964_2444,   8964.00,   2444.00,      3.00
8964_2445,   8964.00,   2445.00,      3.00
8964_2446,   8964.00,   2446.00,      3.00
8964_2447,   8964.00,   2447.00,      3.00
8964_2448,   8964.00,   2448.00,      3.00
8964_2449,   8964.00,   2449.00,      3.00
8964_2450,   8964.00,   2450.00,      3.00
8964_2451,   8964.00,   2451.00,      3.00
8964_2452,   8964.00,   2452.00,      3.00
8964_2453,   8964.00,   2453.00,      3.00
8964_2454,   8964.00,   2454.00,      3.00
8964_2455,   8964.00,   2455.00,      3.00
8964_2456,   8964.00,   2456.00,      3.00
8964_2457,   8964.00,   2457.00,      3.00
8964_2458,   8964.00,   2458.00,      3.00
8964_2459,   8964.00,   2459.00,      3.00
8964_2460,   8964.00,   2460.00,      3.00
8964_2461,   8964.00,   2461.00,      3.00
8964_2462,   8964.00,   2462.00,      3.00
8964_2463,   8964.00,   2463.00,      3.00
8964_2464,   8964.00,   2464.00,      3.00
8964_2465,   8964.00,   2465.00,      3.00
8964_2466,   8964.00,   2466.00,      3.00
8964_2467,   8964.00,   2467.00,      3.00
8964_2468,   8964.00,   2468.00,      3.00
8964_2469,   8964.00,   2469.00,      3.00
8964_2470,   8964.00,   2470.00,      3.00
8964_2471,   8964.00,   2471.00,      3.00
8964_2472,   8964.00,   2472.00,      3.00
8964_2473,   8964.00,   2473.00,      3.00
8964_2474,   8964.00,   2474.00,      3.00
8964_2475,   8964.00,   2475.00,      3.00
8964_2476,   8964.00,   2476.00,      3.00
8964_2477,   8964.00,   2477.00,      3.00
8964_2478,   8964.00,   2478.00,      3.00
8964_2479,   8964.00,   2479.00,      3.00
8964_2480,   8964.00,   2480.00,      3.00
8964_2481,   8964.00,   2481.00,      3.00
8964_2482,   8964.00,   2482.00,      3.00
8964_2483,   8964.00,   2483.00,      3.00
8964_2484,   8964.00,   2484.00,      3.00
8964_2485,   8964.00,   2485.00,      3.00
8964_2486,   8964.00,   2486.00,      3.00
8964_2487,   8964.00,   2487.00,      3.00
8964_2488,   8964.00,   2488.00,      3.00
8964_2489,   8964.00,   2489.00,      3.00
8964_2490,   8964.00,   2490.00,      3.00
8964_2491,   8964.00,   2491.00,      3.00
8964_2492,   8964.00,   2492.00,      3.00
8964_2493,   8964.00,   2493.00,      3.00
8964_2494,   8964.00,   2494.00,      3.00
8964_2495,   8964.00,   2495.00,      3.00
8964_2496,   8964.00,   2496.00,      3.00
8964_2497,   8964.00,   2497.00,      3.00
8964_2498,   8964.00,   2498.00,      3.00
8964_2499,   8964.00,   2499.00,      3.00
8964_2500,   8964.00,   2500.00,      3.00
8964_2501,   8964.00,   2501.00,      3.00
8964_2502,   8964.00,   2502.00,      3.00
8964_2503,   8964.00,   2503.00,      3.00
8964_2504,   8964.00,   2504.00,      3.00
8964_2505,   8964.00,   2505.00,      3.00
8964_2506,   8964.00,   2506.00,      3.00
8964_2507,   8964.00,   2507.00,      3.00
8964_2508,   8964.00,   2508.00,      3.00
8964_2509,   8964.00,   2509.00,      3.00
8964_2510,   8964.00,   2510.00,      3.00
8964_2511,   8964.00,   2511.00,      3.00
8964_2512,   8964.00,   2512.00,      3.00
8964_2513,   8964.00,   2513.00,      3.00
8964_2514,   8964.00,   2514.00,      3.00
8964_2515,   8964.00,   2515.00,      3.00
8964_2516,   8964.00,   2516.00,      3.00
8964_2517,   8964.00,   2517.00,      3.00
8964_2518,   8964.00,   2518.00,      3.00
8964_2519,   8964.00,   2519.00,      3.00
8964_2520,   8964.00,   2520.00,      3.00
8964_2521,   8964.00,   2521.00,      3.00
8964_2522,   8964.00,   2522.00,      3.00
8964_2523,   8964.00,   2523.00,      3.00
8964_2524,   8964.00,   2524.00,      3.00
8964_2525,   8964.00,   2525.00,      3.00
8964_2526,   8964.00,   2526.00,      3.00
8964_2527,   8964.00,   2527.00,      3.00
8964_2528,   8964.00,   2528.00,      3.00
8964_2529,   8964.00,   2529.00,      3.00
8964_2530,   8964.00,   2530.00,      3.00
8964_2531,   8964.00,   2531.00,      3.00
8964_2532,   8964.00,   2532.00,      3.00
8964_2533,   8964.00,   2533.00,      3.00
8964_2534,   8964.00,   2534.00,      3.00
8964_2535,   8964.00,   2535.00,      3.00
8964_2536,   8964.00,   2536.00,      3.00
8964_2537,   8964.00,   2537.00,      3.00
8964_2538,   8964.00,   2538.00,      3.00
8964_2539,   8964.00,   2539.00,      3.00
8964_2540,   8964.00,   2540.00,      3.00
8964_2541,   8964.00,   2541.00,      3.00
8964_2542,   8964.00,   2542.00,      3.00
8964_2543,   8964.00,   2543.00,      3.00
8964_2544,   8964.00,   2544.00,      3.00
8964_2545,   8964.00,   2545.00,      3.00
8964_2546,   8964.00,   2546.00,      3.00
8964_2547,   8964.00,   2547.00,      3.00
8964_2548,   8964.00,   2548.00,      3.00
8964_2549,   8964.00,   2549.00,      3.00
8964_2550,   8964.00,   2550.00,      3.00
8964_2551,   8964.00,   2551.00,      3.00
8964_2552,   8964.00,   2552.00,      3.00
8964_2553,   8964.00,   2553.00,      3.00
8964_2554,   8964.00,   2554.00,      3.00
8964_2555,   8964.00,   2555.00,      3.00
8964_2556,   8964.00,   2556.00,      3.00
8964_2557,   8964.00,   2557.00,      3.00
8964_2558,   8964.00,   2558.00,      3.00
8964_2559,   8964.00,   2559.00,      3.00
8964_2560,   8964.00,   2560.00,      3.00
8964_2561,   8964.00,   2561.00,      3.00
8964_2562,   8964.00,   2562.00,      3.00
8964_2563,   8964.00,   2563.00,      3.00
8964_2564,   8964.00,   2564.00,      3.00
8964_2565,   8964.00,   2565.00,      3.00
8964_2566,   8964.00,   2566.00,      3.00
8964_2567,   8964.00,   2567.00,      3.00
8964_2568,   8964.00,   2568.00,      3.00
8964_2569,   8964.00,   2569.00,      3.00
8964_2570,   8964.00,   2570.00,      3.00
8964_2571,   8964.00,   2571.00,      3.00
8964_2572,   8964.00,   2572.00,      3.00
8964_2573,   8964.00,   2573.00,      3.00
8964_2574,   8964.00,   2574.00,      3.00
8964_2575,   8964.00,   2575.00,      3.00
8964_2576,   8964.00,   2576.00,      3.00
8964_2577,   8964.00,   2577.00,      3.00
8964_2578,   8964.00,   2578.00,      3.00
8964_2579,   8964.00,   2579.00,      3.00
8964_2580,   8964.00,   2580.00,      3.00
8964_2581,   8964.00,   2581.00,      3.00
8964_2582,   8964.00,   2582.00,      3.00
8964_2583,   8964.00,   2583.00,      3.00
8964_2584,   8964.00,   2584.00,      3.00
8964_2585,   8964.00,   2585.00,      3.00
8964_2586,   8964.00,   2586.00,      3.00
8964_2587,   8964.00,   2587.00,      3.00
8964_2588,   8964.00,   2588.00,      3.00
8964_2589,   8964.00,   2589.00,      3.00
8964_2590,   8964.00,   2590.00,      3.00
8964_2591,   8964.00,   2591.00,      3.00
8964_2592,   8964.00,   2592.00,      3.00
8964_2593,   8964.00,   2593.00,      3.00
8964_2594,   8964.00,   2594.00,      3.00
8964_2595,   8964.00,   2595.00,      3.00
8964_2596,   8964.00,   2596.00,      3.00
8964_2597,   8964.00,   2597.00,      3.00
8964_2598,   8964.00,   2598.00,      3.00
8964_2599,   8964.00,   2599.00,      3.00
8964_2600,   8964.00,   2600.00,      3.00
8964_2601,   8964.00,   2601.00,      3.00
8964_2602,   8964.00,   2602.00,      3.00
8964_2603,   8964.00,   2603.00,      3.00
8964_2604,   8964.00,   2604.00,      3.00
8964_2605,   8964.00,   2605.00,      3.00
8964_2606,   8964.00,   2606.00,      3.00
8964_2607,   8964.00,   2607.00,      3.00
8964_2608,   8964.00,   2608.00,      3.00
8964_2609,   8964.00,   2609.00,      3.00
8964_2610,   8964.00,   2610.00,      3.00
8964_2611,   8964.00,   2611.00,      3.00
8964_2612,   8964.00,   2612.00,      3.00
8964_2613,   8964.00,   2613.00,      3.00
8964_2614,   8964.00,   2614.00,      3.00
8964_2615,   8964.00,   2615.00,      3.00
8964_2616,   8964.00,   2616.00,      3.00
8964_2617,   8964.00,   2617.00,      3.00
8964_2618,   8964.00,   2618.00,      3.00
8964_2619,   8964.00,   2619.00,      3.00
8964_2620,   8964.00,   2620.00,      3.00
8964_2621,   8964.00,   2621.00,      3.00
8964_2622,   8964.00,   2622.00,      3.00
8964_2623,   8964.00,   2623.00,      3.00
8964_2624,   8964.00,   2624.00,      3.00
8964_2625,   8964.00,   2625.00,      3.00
8964_2626,   8964.00,   2626.00,      3.00
8964_2627,   8964.00,   2627.00,      3.00
8964_2628,   8964.00,   2628.00,      3.00
8964_2629,   8964.00,   2629.00,      3.00
8964_2630,   8964.00,   2630.00,      3.00
8964_2631,   8964.00,   2631.00,      3.00
8964_2632,   8964.00,   2632.00,      3.00
8964_2633,   8964.00,   2633.00,      3.00
8964_2634,   8964.00,   2634.00,      3.00
8964_2635,   8964.00,   2635.00,      3.00
8964_2636,   8964.00,   2636.00,      3.00
8964_2637,   8964.00,   2637.00,      3.00
8964_2638,   8964.00,   2638.00,      3.00
8964_2639,   8964.00,   2639.00,      3.00
8964_2640,   8964.00,   2640.00,      3.00
8964_2641,   8964.00,   2641.00,      3.00
8964_2642,   8964.00,   2642.00,      3.00
8964_2643,   8964.00,   2643.00,      3.00
8964_2644,   8964.00,   2644.00,      3.00
8964_2645,   8964.00,   2645.00,      3.00
8964_2646,   8964.00,   2646.00,      3.00
8964_2647,   8964.00,   2647.00,      3.00
8964_2648,   8964.00,   2648.00,      3.00
8964_2649,   8964.00,   2649.00,      3.00
8964_2650,   8964.00,   2650.00,      3.00
8964_2651,   8964.00,   2651.00,      3.00
8964_2652,   8964.00,   2652.00,      3.00
8964_2653,   8964.00,   2653.00,      3.00
8964_2654,   8964.00,   2654.00,      3.00
8964_2655,   8964.00,   2655.00,      3.00
8964_2656,   8964.00,   2656.00,      3.00
8964_2657,   8964.00,   2657.00,      3.00
8964_2658,   8964.00,   2658.00,      3.00
8964_2659,   8964.00,   2659.00,      3.00
8964_2660,   8964.00,   2660.00,      3.00
8964_2661,   8964.00,   2661.00,      3.00
8964_2662,   8964.00,   2662.00,      3.00
8964_2663,   8964.00,   2663.00,      3.00
8964_2664,   8964.00,   2664.00,      3.00
8964_2665,   8964.00,   2665.00,      3.00
8964_2666,   8964.00,   2666.00,      3.00
8964_2667,   8964.00,   2667.00,      3.00
8964_2668,   8964.00,   2668.00,      3.00
8964_2669,   8964.00,   2669.00,      3.00
8964_2670,   8964.00,   2670.00,      3.00
8964_2671,   8964.00,   2671.00,      3.00
8964_2672,   8964.00,   2672.00,      3.00
8964_2673,   8964.00,   2673.00,      3.00
8964_2674,   8964.00,   2674.00,      3.00
8964_2675,   8964.00,   2675.00,      3.00
8964_2676,   8964.00,   2676.00,      3.00
8964_2677,   8964.00,   2677.00,      3.00
8964_2678,   8964.00,   2678.00,      3.00
8964_2679,   8964.00,   2679.00,      3.00
8964_2680,   8964.00,   2680.00,      3.00
8964_2681,   8964.00,   2681.00,      3.00
8964_2682,   8964.00,   2682.00,      3.00
8964_2683,   8964.00,   2683.00,      3.00
8964_2684,   8964.00,   2684.00,      3.00
8964_2685,   8964.00,   2685.00,      3.00
8964_2686,   8964.00,   2686.00,      3.00
8964_2687,   8964.00,   2687.00,      3.00
8964_2688,   8964.00,   2688.00,      3.00
8964_2689,   8964.00,   2689.00,      3.00
8964_2690,   8964.00,   2690.00,      3.00
8964_2691,   8964.00,   2691.00,      3.00
8964_2692,   8964.00,   2692.00,      3.00
8964_2693,   8964.00,   2693.00,      3.00
8964_2694,   8964.00,   2694.00,      3.00
8964_2695,   8964.00,   2695.00,      3.00
8964_2696,   8964.00,   2696.00,      3.00
8964_2697,   8964.00,   2697.00,      3.00
8964_2698,   8964.00,   2698.00,      3.00
8964_2699,   8964.00,   2699.00,      3.00
8964_2700,   8964.00,   2700.00,      3.00
8964_2701,   8964.00,   2701.00,      3.00
8964_2702,   8964.00,   2702.00,      3.00
8964_2703,   8964.00,   2703.00,      3.00
8964_2704,   8964.00,   2704.00,      3.00
8964_2705,   8964.00,   2705.00,      3.00
8964_2706,   8964.00,   2706.00,      3.00
8964_2707,   8964.00,   2707.00,      3.00
8964_2708,   8964.00,   2708.00,      3.00
8964_2709,   8964.00,   2709.00,      3.00
8964_2710,   8964.00,   2710.00,      3.00
8964_2711,   8964.00,   2711.00,      3.00
8964_2712,   8964.00,   2712.00,      3.00
8964_2713,   8964.00,   2713.00,      3.00
8964_2714,   8964.00,   2714.00,      3.00
8964_2715,   8964.00,   2715.00,      3.00
8964_2716,   8964.00,   2716.00,      3.00
8964_2717,   8964.00,   2717.00,      3.00
8964_2718,   8964.00,   2718.00,      3.00
8964_2719,   8964.00,   2719.00,      3.00
8964_2720,   8964.00,   2720.00,      3.00
8964_2721,   8964.00,   2721.00,      3.00
8964_2722,   8964.00,   2722.00,      3.00
8964_2723,   8964.00,   2723.00,      3.00
8964_2724,   8964.00,   2724.00,      3.00
8964_2725,   8964.00,   2725.00,      3.00
8964_2726,   8964.00,   2726.00,      3.00
8964_2727,   8964.00,   2727.00,      3.00
8964_2728,   8964.00,   2728.00,      3.00
8964_2729,   8964.00,   2729.00,      3.00
8964_2730,   8964.00,   2730.00,      3.00
8964_2731,   8964.00,   2731.00,      3.00
8964_2732,   8964.00,   2732.00,      3.00
8964_2733,   8964.00,   2733.00,      3.00
8964_2734,   8964.00,   2734.00,      3.00
8964_2735,   8964.00,   2735.00,      3.00
8964_2736,   8964.00,   2736.00,      3.00
8964_2737,   8964.00,   2737.00,      3.00
8964_2738,   8964.00,   2738.00,      3.00
8964_2739,   8964.00,   2739.00,      3.00
8964_2740,   8964.00,   2740.00,      3.00
8964_2741,   8964.00,   2741.00,      3.00
8964_2742,   8964.00,   2742.00,      3.00
8964_2743,   8964.00,   2743.00,      3.00
8964_2744,   8964.00,   2744.00,      3.00
8964_2745,   8964.00,   2745.00,      3.00
8964_2746,   8964.00,   2746.00,      3.00
8964_2747,   8964.00,   2747.00,      3.00
8964_2748,   8964.00,   2748.00,      3.00
8964_2749,   8964.00,   2749.00,      3.00
8964_2750,   8964.00,   2750.00,      3.00
8964_2751,   8964.00,   2751.00,      3.00
8964_2752,   8964.00,   2752.00,      3.00
8964_2753,   8964.00,   2753.00,      3.00
8964_2754,   8964.00,   2754.00,      3.00
8964_2755,   8964.00,   2755.00,      3.00
8964_2756,   8964.00,   2756.00,      3.00
8964_2757,   8964.00,   2757.00,      3.00
8964_2758,   8964.00,   2758.00,      3.00
8964_2759,   8964.00,   2759.00,      3.00
8964_2760,   8964.00,   2760.00,      3.00
8964_2761,   8964.00,   2761.00,      3.00
8964_2762,   8964.00,   2762.00,      3.00
8964_2763,   8964.00,   2763.00,      3.00
8964_2764,   8964.00,   2764.00,      3.00
8964_2765,   8964.00,   2765.00,      3.00
8964_2766,   8964.00,   2766.00,      3.00
8964_2767,   8964.00,   2767.00,      3.00
8964_2768,   8964.00,   2768.00,      3.00
8964_2769,   8964.00,   2769.00,      3.00
8964_2770,   8964.00,   2770.00,      3.00
8964_2771,   8964.00,   2771.00,      3.00
8964_2772,   8964.00,   2772.00,      3.00
8964_2773,   8964.00,   2773.00,      3.00
8964_2774,   8964.00,   2774.00,      3.00
8964_2775,   8964.00,   2775.00,      3.00
8964_2776,   8964.00,   2776.00,      3.00
8964_2777,   8964.00,   2777.00,      3.00
8964_2778,   8964.00,   2778.00,      3.00
8964_2779,   8964.00,   2779.00,      3.00
8964_2780,   8964.00,   2780.00,      3.00
8964_2781,   8964.00,   2781.00,      3.00
8964_2782,   8964.00,   2782.00,      3.00
8964_2783,   8964.00,   2783.00,      3.00
8964_2784,   8964.00,   2784.00,      3.00
8964_2785,   8964.00,   2785.00,      3.00
8964_2786,   8964.00,   2786.00,      3.00
8964_2787,   8964.00,   2787.00,      3.00
8964_2788,   8964.00,   2788.00,      3.00
8964_2789,   8964.00,   2789.00,      3.00
8964_2790,   8964.00,   2790.00,      3.00
8964_2791,   8964.00,   2791.00,      3.00
8964_2792,   8964.00,   2792.00,      3.00
8964_2793,   8964.00,   2793.00,      3.00
8964_2794,   8964.00,   2794.00,      3.00
8964_2795,   8964.00,   2795.00,      3.00
8964_2796,   8964.00,   2796.00,      3.00
8964_2797,   8964.00,   2797.00,      3.00
8964_2798,   8964.00,   2798.00,      3.00
8964_2799,   8964.00,   2799.00,      3.00
8964_2800,   8964.00,   2800.00,      3.00
8964_2801,   8964.00,   2801.00,      3.00
8964_2802,   8964.00,   2802.00,      3.00
8964_2803,   8964.00,   2803.00,      3.00
8964_2804,   8964.00,   2804.00,      3.00
8964_2805,   8964.00,   2805.00,      3.00
8964_2806,   8964.00,   2806.00,      3.00
8964_2807,   8964.00,   2807.00,      3.00
8964_2808,   8964.00,   2808.00,      3.00
8964_2809,   8964.00,   2809.00,      3.00
8964_2810,   8964.00,   2810.00,      3.00
8964_2811,   8964.00,   2811.00,      3.00
8964_2812,   8964.00,   2812.00,      3.00
8964_2813,   8964.00,   2813.00,      3.00
8964_2814,   8964.00,   2814.00,      3.00
8964_2815,   8964.00,   2815.00,      3.00
8964_2816,   8964.00,   2816.00,      3.00
8964_2817,   8964.00,   2817.00,      3.00
8964_2818,   8964.00,   2818.00,      3.00
8964_2819,   8964.00,   2819.00,      3.00
8964_2820,   8964.00,   2820.00,      3.00
8964_2821,   8964.00,   2821.00,      3.00
8964_2822,   8964.00,   2822.00,      3.00
8964_2823,   8964.00,   2823.00,      3.00
8964_2824,   8964.00,   2824.00,      3.00
8964_2825,   8964.00,   2825.00,      3.00
8964_2826,   8964.00,   2826.00,      3.00
8964_2827,   8964.00,   2827.00,      3.00
8964_2828,   8964.00,   2828.00,      3.00
8964_2829,   8964.00,   2829.00,      3.00
8964_2830,   8964.00,   2830.00,      3.00
8964_2831,   8964.00,   2831.00,      3.00
8964_2832,   8964.00,   2832.00,      3.00
8964_2833,   8964.00,   2833.00,      3.00
8964_2834,   8964.00,   2834.00,      3.00
8964_2835,   8964.00,   2835.00,      3.00
8964_2836,   8964.00,   2836.00,      3.00
8964_2837,   8964.00,   2837.00,      3.00
8964_2838,   8964.00,   2838.00,      3.00
8964_2839,   8964.00,   2839.00,      3.00
8964_2840,   8964.00,   2840.00,      3.00
8964_2841,   8964.00,   2841.00,      3.00
8964_2842,   8964.00,   2842.00,      3.00
8964_2843,   8964.00,   2843.00,      3.00
8964_2844,   8964.00,   2844.00,      3.00
8964_2845,   8964.00,   2845.00,      3.00
8964_2846,   8964.00,   2846.00,      3.00
8964_2847,   8964.00,   2847.00,      3.00
8964_2848,   8964.00,   2848.00,      3.00
8964_2849,   8964.00,   2849.00,      3.00
8964_2850,   8964.00,   2850.00,      3.00
8964_2851,   8964.00,   2851.00,      3.00
8964_2852,   8964.00,   2852.00,      3.00
8964_2853,   8964.00,   2853.00,      3.00
8964_2854,   8964.00,   2854.00,      3.00
8964_2855,   8964.00,   2855.00,      3.00
8964_2856,   8964.00,   2856.00,      3.00
8964_2857,   8964.00,   2857.00,      3.00
8964_2858,   8964.00,   2858.00,      3.00
8964_2859,   8964.00,   2859.00,      3.00
8964_2860,   8964.00,   2860.00,      3.00
8964_2861,   8964.00,   2861.00,      3.00
8964_2862,   8964.00,   2862.00,      3.00
8964_2863,   8964.00,   2863.00,      3.00
8964_2864,   8964.00,   2864.00,      3.00
8964_2865,   8964.00,   2865.00,      3.00
8964_2866,   8964.00,   2866.00,      3.00
8964_2867,   8964.00,   2867.00,      3.00
8964_2868,   8964.00,   2868.00,      3.00
8964_2869,   8964.00,   2869.00,      3.00
8964_2870,   8964.00,   2870.00,      3.00
8964_2871,   8964.00,   2871.00,      3.00
8964_2872,   8964.00,   2872.00,      3.00
8964_2873,   8964.00,   2873.00,      3.00
8964_2874,   8964.00,   2874.00,      3.00
8964_2875,   8964.00,   2875.00,      3.00
8964_2876,   8964.00,   2876.00,      3.00
8964_2877,   8964.00,   2877.00,      3.00
8964_2878,   8964.00,   2878.00,      3.00
8964_2879,   8964.00,   2879.00,      3.00
8964_2880,   8964.00,   2880.00,      3.00
8964_2881,   8964.00,   2881.00,      3.00
8964_2882,   8964.00,   2882.00,      3.00
8964_2883,   8964.00,   2883.00,      3.00
8964_2884,   8964.00,   2884.00,      3.00
8964_2885,   8964.00,   2885.00,      3.00
8964_2886,   8964.00,   2886.00,      3.00
8964_2887,   8964.00,   2887.00,      3.00
8964_2888,   8964.00,   2888.00,      3.00
8964_2889,   8964.00,   2889.00,      3.00
8964_2890,   8964.00,   2890.00,      3.00
8964_2891,   8964.00,   2891.00,      3.00
8964_2892,   8964.00,   2892.00,      3.00
8964_2893,   8964.00,   2893.00,      3.00
8964_2894,   8964.00,   2894.00,      3.00
8964_2895,   8964.00,   2895.00,      3.00
8964_2896,   8964.00,   2896.00,      3.00
8964_2897,   8964.00,   2897.00,      3.00
8964_2898,   8964.00,   2898.00,      3.00
8964_2899,   8964.00,   2899.00,      3.00
8964_2900,   8964.00,   2900.00,      3.00
8964_2901,   8964.00,   2901.00,      3.00
8964_2902,   8964.00,   2902.00,      3.00
8964_2903,   8964.00,   2903.00,      3.00
8964_2904,   8964.00,   2904.00,      3.00
8964_2905,   8964.00,   2905.00,      3.00
8964_2906,   8964.00,   2906.00,      3.00
8964_2907,   8964.00,   2907.00,      3.00
8964_2908,   8964.00,   2908.00,      3.00
8964_2909,   8964.00,   2909.00,      3.00
8964_2910,   8964.00,   2910.00,      3.00
8964_2911,   8964.00,   2911.00,      3.00
8964_2912,   8964.00,   2912.00,      3.00
8964_2913,   8964.00,   2913.00,      3.00
8964_2914,   8964.00,   2914.00,      3.00
8964_2915,   8964.00,   2915.00,      3.00
8964_2916,   8964.00,   2916.00,      3.00
8964_2917,   8964.00,   2917.00,      3.00
8964_2918,   8964.00,   2918.00,      3.00
8964_2919,   8964.00,   2919.00,      3.00
8964_2920,   8964.00,   2920.00,      3.00
8964_2921,   8964.00,   2921.00,      3.00
8964_2922,   8964.00,   2922.00,      3.00
8964_2923,   8964.00,   2923.00,      3.00
8964_2924,   8964.00,   2924.00,      3.00
8964_2925,   8964.00,   2925.00,      3.00
8964_2926,   8964.00,   2926.00,      3.00
8964_2927,   8964.00,   2927.00,      3.00
8964_2928,   8964.00,   2928.00,      3.00
8964_2929,   8964.00,   2929.00,      3.00
8964_2930,   8964.00,   2930.00,      3.00
8964_2931,   8964.00,   2931.00,      3.00
8964_2932,   8964.00,   2932.00,      3.00
8964_2933,   8964.00,   2933.00,      3.00
8964_2934,   8964.00,   2934.00,      3.00
8964_2935,   8964.00,   2935.00,      3.00
8964_2936,   8964.00,   2936.00,      3.00
8964_2937,   8964.00,   2937.00,      3.00
8964_2938,   8964.00,   2938.00,      3.00
8964_2939,   8964.00,   2939.00,      3.00
8964_2940,   8964.00,   2940.00,      3.00
8964_2941,   8964.00,   2941.00,      3.00
8964_2942,   8964.00,   2942.00,      3.00
8964_2943,   8964.00,   2943.00,      3.00
8964_2944,   8964.00,   2944.00,      3.00
8964_2945,   8964.00,   2945.00,      3.00
